0.00000000000000000000 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.00000000000000000000 0.00000000000000000000 0.99999999998054134309
# B=1.00000000000000000000 E_dc=0.10000000000000000555 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.10000000000000000555 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.05361828771312501102 0.00000000000000000000 1.00000000003718270136
# B=1.00000000000000000000 E_dc=0.20000000000000001110 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.20000000000000001110 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.10650351465204742352 0.00000000000000000000 1.00000000003715228125
# B=1.00000000000000000000 E_dc=0.29999999999999998890 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.29999999999999998890 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.15791383701154437791 0.00000000000000000000 1.00000000003725730835
# B=1.00000000000000000000 E_dc=0.40000000000000002220 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.40000000000000002220 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.20709385586750261865 0.00000000000000000000 1.00000000003747291366
# B=1.00000000000000000000 E_dc=0.50000000000000000000 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.50000000000000000000 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.25327771244688912500 0.00000000000000000000 1.00000000003767008927
# B=1.00000000000000000000 E_dc=0.59999999999999997780 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.59999999999999997780 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.29570336913751615882 0.00000000000000000000 1.00000000003757816280
# B=1.00000000000000000000 E_dc=0.69999999999999995559 E_omega=0.00000000000000000000 omega=0.00000000000000000000
# dt=0.00000500000000000000 dPhiY=0.00170981924767953097
# host_B=1.00000000000000000000 abdt=0.00036553571428571435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         T                      <v_{dr}/v_{0}>         A(\omega)              NORM
0.69999999999999995559 0.00000000000000000000 0.00000000000000000000 0.20000000000000001110 0.33364013346542359395 0.00000000000000000000 1.00000000003752975708
# B=1.00000000000000000000 E_dc=0.80000000000000004441 E_omega=0.00000000000000000000 omega=0.00000000000000000000
