0 0
0.30952380952380953 0.5541871921182266
0.7857142857142857 1.1748768472906406
1.2142857142857142 1.7955665024630545
1.619047619047619 2.3719211822660102
2.071428571428571 2.9482758620689657
2.428571428571428 3.413793103448276
2.8571428571428568 3.901477832512316
3.2857142857142856 4.344827586206896
3.714285714285715 4.721674876847292
4.19047619047619 5.0763546798029555
4.928571428571428 5.519704433497537
5.499999999999999 5.719211822660099
6.095238095238094 5.807881773399015
6.666666666666666 5.785714285714286
7.285714285714286 5.67487684729064
7.80952380952381 5.497536945812808
8.476190476190476 5.187192118226601
8.976190476190476 4.921182266009853
9.476190476190476 4.6330049261083746
10.238095238095237 4.167487684729063
11 3.701970443349754
11.785714285714286 3.2586206896551713
12.666666666666666 2.7931034482758608
13.428571428571427 2.4605911330049253
14.19047619047619 2.172413793103449
14.928571428571427 1.950738916256157
