#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.66256205087290986899 -0.02310615788680382005 0.99999999999904898296 -2.74985128243725407415 -0.21294370806874601820 0.63273210161455073486 -2.59722480748095385650 -0.22574706158670224121
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.62119940863861566882 -0.02340256341564258755 0.99999999999904676251 -2.63121368021290980010 -0.22315237321560427164 0.63297257793350836241 -2.59821123485888216820 -0.22579989790796642368
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.58772924811100901721 -0.02377692368379101528 0.99999999999904043424 -2.48928956156770908592 -0.23132115508540934679 0.63322171492437584472 -2.59923361995620849640 -0.22585196357811010426
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.59459049595144553013 -0.02423545794678011109 0.99999999999903965708 -2.43541966895974182350 -0.23479051856473839854 0.63347290476561268768 -2.60026560568254661021 -0.22589886047854890183
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.64079827434206515502 -0.02478647029257120132 0.99999999999903621539 -2.51476973283333604670 -0.23441423066349129090 0.63372282142565183882 -2.60129059540465989997 -0.22593663770727734352
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.68379981037987325188 -0.02543891990179075052 0.99999999999904221060 -2.66852188082226549071 -0.22556242584042646149 0.63396637324127624868 -2.60229267774642814004 -0.22596290292006829259
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.67704778025188039337 -0.02619431899438510319 0.99999999999904998216 -2.75635636106396564315 -0.21816019485127285948 0.63419799536105858628 -2.60324364639261451870 -0.22597720176052382701
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.63129220359598325896 -0.02705711312641753685 0.99999999999905131443 -2.71072001996096068055 -0.21891516752915390898 0.63441166305020257887 -2.60411632421681416005 -0.22598052264859083693
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.00000000000000000000 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.59203407010427200330 -0.02802631739781787090 0.99999999999904287673 -2.58793706099858411562 -0.22415296280075530655 0.63460345926044459119 -2.60490560982942875867 -0.22597225034245352338
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
