#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.39149766081305931165 -0.01004193486629110892 1.00025846360570480620 -1.63012050898817628664 -0.20322297307042599956 0.37975747763795164591 -1.55882053438176826354 -0.19425459201267594733
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.37202369369681020927 -0.01014497409337324421 1.00000016261948521112 -1.56474296150688751972 -0.19365158100189533430 0.37977400894791507602 -1.55888757711927561367 -0.19424418556211908715
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.36075508136839218309 -0.01026945743117549208 1.00000000036841218964 -1.50698875072700366751 -0.18469728439741386894 0.37979226688088679742 -1.55896247674549970341 -0.19423376561052538292
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.36536585052198816692 -0.01041272719383761619 0.99999999998689403924 -1.49297302081743010760 -0.18385894303142885642 0.37981238037517001116 -1.55904549891899502079 -0.19422396538942693356
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.38289463883181018566 -0.01057353600743296887 0.99999999999961608488 -1.52717800850714091609 -0.19149408382199448186 0.37983491752456299828 -1.55913810633239902081 -0.19421514781591980858
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.69999999999999928946 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.40058111403550267227 -0.01075773252201091094 0.99999999999913324888 -1.58770526167997805267 -0.20157181658329428875 0.37985996361983193070 -1.55924075792271699115 -0.19420752203317404039
