#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.44806257103895930083 -0.01514769452748160154 0.99999999999907163151 -1.86444588896625118579 -0.22690583641195757880 0.42888899153592030533 -1.76049401265743177269 -0.21808900467416841851
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.41840365929656697652 -0.01532898870964038984 0.99999999999906796777 -1.77385987372124986905 -0.21755965600001681004 0.42894653278876815339 -1.76072991253172661530 -0.21808284956522233644
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.40042633322058052148 -0.01554874918273013371 0.99999999999907307480 -1.68559808727754778523 -0.20832975462870553796 0.42900772570402223582 -1.76098093456370019538 -0.21807640269051886683
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.40600094644480627659 -0.01580577414423475768 0.99999999999907951409 -1.66007998128745493105 -0.20745904937543149793 0.42907208125589429981 -1.76124572095475961930 -0.21806996085561891618
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.43212150164886092840 -0.01609942484387003742 0.99999999999908162351 -1.70769308997551094720 -0.21583859458523479979 0.42914038684901478771 -1.76152567900263234968 -0.21806345174942412535
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.46026122739974895115 -0.01643200140989004715 0.99999999999907618342 -1.79996358522192934082 -0.22581639488595059428 0.42921198156798162637 -1.76182000492948542814 -0.21805660157129161392
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.45987793257982734207 -0.01680238023247778920 0.99999999999907662751 -1.86259100237657859722 -0.22965856316014060523 0.42928501366055632493 -1.76211983710411135284 -0.21804883632272725746
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.42650478793158741464 -0.01721109955911744038 0.99999999999907263071 -1.83392239106183096986 -0.22345720793320078545 0.42935727555750413664 -1.76241436236310922148 -0.21804022265797828872
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.39912907784736501027 -0.01764853030884988225 0.99999999999906974413 -1.74707751631157104377 -0.21181443562848104034 0.42942610330640901273 -1.76269776637280628506 -0.21803141690355534732
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.39916860491730277172 -0.01810331317912268825 0.99999999999907007719 -1.68540052044892640914 -0.20645472132394429576 0.42949054492897564828 -1.76296281900512541441 -0.21802270779361970776
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.39999999999999991118 116.00000000000000000000 0.42248473116201878952 -0.01857126155249110011 0.99999999999907551729 -1.68664798215627520506 -0.21010106208081541501 0.42954961590351276035 -1.76320536937384408915 -0.21801393516485922941
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.50000000000000000000 116.00000000000000000000 0.45303821255907827936 -0.01903479227641576357 0.99999999999907140946 -1.74391958036536975918 -0.22073205841590698428 0.42960594956296477287 -1.76343789200421663388 -0.21800577639247173400
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.60000000000000008882 116.00000000000000000000 0.47049198947011533489 -0.01948004208641383045 0.99999999999907707160 -1.81911728321903365391 -0.22983084863617750382 0.42966604788466955522 -1.76368463768363992195 -0.21800004746856771476
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.69999999999999995559 116.00000000000000000000 0.44756183984131170384 -0.01989086413939512507 0.99999999999907362991 -1.85054402545503626776 -0.22896133021793052542 0.42973485866272020939 -1.76396583753939006911 -0.21799855916702326475
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.80000000000000004441 116.00000000000000000000 0.40507091066012790304 -0.02024448117582325346 0.99999999999906974413 -1.80415211177961043454 -0.21839678834107914551 0.42981284697338684175 -1.76428496032159176643 -0.21800194611697265579
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 1.89999999999999991118 116.00000000000000000000 0.38805071671436192071 -0.02052236274651832171 0.99999999999907174253 -1.72740994060442853986 -0.20595212968402701326 0.42989422673855537393 -1.76461684584150746424 -0.21801341624629280713
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.00000000000000000000 116.00000000000000000000 0.40698262306960947265 -0.02069991548879405313 0.99999999999907018822 -1.69002310217712592433 -0.20514779777220587542 0.42997379891392450979 -1.76494564277706489364 -0.21803450232733256886
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.10000000000000008882 116.00000000000000000000 0.44125393731547613019 -0.02076561160310181481 0.99999999999907618342 -1.71143344041360223606 -0.21457379952834962356 0.43005750635966016882 -1.76529009965048744313 -0.21806579185294389100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.20000000000000017764 116.00000000000000000000 0.46980529166391143958 -0.02071275278080106017 0.99999999999907451809 -1.77232436929118031266 -0.22703530839027519228 0.43014695584622714142 -1.76566176932733598370 -0.21810727619387759724
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.29999999999999982236 116.00000000000000000000 0.46745538074816961327 -0.02055336748262270169 0.99999999999907462911 -1.82781227975106763672 -0.23403501884063460103 0.43024562528301318887 -1.76606111190007664113 -0.21816037657552572737
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.39999999999999991118 116.00000000000000000000 0.42930811874148888663 -0.02030140077914652577 0.99999999999907551729 -1.83195010396147539566 -0.22709800717014072546 0.43035373526669018496 -1.76650044103248782257 -0.21822437699245664233
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.50000000000000000000 116.00000000000000000000 0.38993082542493023857 -0.01998636656166153519 0.99999999999907296377 -1.77817989134831910825 -0.21125696619367775875 0.43047222407198820759 -1.76698330030906447519 -0.21829984230772750409
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.60000000000000008882 116.00000000000000000000 0.39127790425710312627 -0.01964832131548216801 0.99999999999907307480 -1.72006953574270449181 -0.20072479681525268180 0.43059540887415714838 -1.76749494344196866891 -0.21838226675469221694
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.70000000000000017764 116.00000000000000000000 0.42527478164614201939 -0.01932611086198895295 0.99999999999907163151 -1.70797080294195091632 -0.20529950734963234305 0.43072185044347477412 -1.76801306409896619165 -0.21846795849471770112
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.79999999999999982236 116.00000000000000000000 0.46016751727622856594 -0.01903714863450865075 0.99999999999907451809 -1.74440269757537147477 -0.22066571877501817145 0.43084901731580355078 -1.76854111492657062321 -0.21855382903475362166
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 2.89999999999999991118 116.00000000000000000000 0.47227982414074975992 -0.01882160153157420857 0.99999999999907274173 -1.79725927767985438344 -0.23510786858058069226 0.43097661071110415776 -1.76906330235360065295 -0.21863598770989783882
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 3.00000000000000000000 116.00000000000000000000 0.44915525030085778901 -0.01867980595741104352 0.99999999999907374093 -1.82578270822253863059 -0.23832863724523759008 0.43110043576940926258 -1.76956804859644334371 -0.21871317533910755726
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 3.10000000000000008882 116.00000000000000000000 0.40668874726160031408 -0.01862558700783721599 0.99999999999907362991 -1.80482044258685947469 -0.22460718811677662932 0.43121348207480547643 -1.77003017858463773671 -0.21878449175804956517
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 3.20000000000000017764 116.00000000000000000000 0.38580532690534091733 -0.01866119327888630594 0.99999999999907307480 -1.75307867745589351927 -0.20329444736432344953 0.43130504929051916019 -1.77040230274826249079 -0.21884968755850991995
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 3.29999999999999982236 116.00000000000000000000 0.40802182051925794948 -0.01877389480128630050 0.99999999999907451809 -1.71880109725623797523 -0.19513778622143834740 0.43136582304263543231 -1.77065566302520305264 -0.21891100316119396774
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.50000000000000000000 0.10000000000000000555 3.39999999999999991118 116.00000000000000000000 0.45026194186055695790 -0.01896737904434877761 0.99999999999907684956 -1.73096241120365257338 -0.20609924138114527059 0.43139334112929045295 -1.77077057761133249691 -0.21896905990394921471
