#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.64384093249878870946 0.00571225527816803056 0.99999999999906630244 -2.63029192428713365359 0.46488602451187033271 0.64877702222825528455 -2.66308720940470200489 0.44899057832768785037
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.65603715966228182133 0.00586723315026845341 0.99999999999907207560 -2.67049853415485927144 0.45158736506081503803 0.64877824612210299726 -2.66309268976729729417 0.44898540964273814247
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.66177232842528854739 0.00606108912358433935 0.99999999999906663550 -2.70471974346910526421 0.43709276104640215621 0.64877952257518123336 -2.66309834609343010214 0.44897894566644780401
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.65457794263291901871 0.00629869797089405940 0.99999999999906974413 -2.70331739734000242592 0.43308290997407866696 0.64878082333015762995 -2.66310402188632178166 0.44897104643384078138
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.64022575724439789724 0.00658420911956525932 0.99999999999906818982 -2.66618181729565018045 0.44199914438882376144 0.64878211271889196787 -2.66310961754129804646 0.44896154700258383841
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.63295665519352928285 0.00691850038870708752 0.99999999999906497017 -2.62483348079640599337 0.45555172336494692553 0.64878327368856592017 -2.66311486200871883057 0.44895031242972333052
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.59999999999999964473 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.64131811109202652155 0.00730816997377914390 0.99999999999906474812 -2.61662885278518375642 0.46254415737823739718 0.64878434556556818791 -2.66311977722208448327 0.44893715380025622785
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
