#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.61768140133149374016 -0.02361864123011550229 0.99999999999904032322 -2.56795467112598485571 -0.22936799747329827959 0.58710789130993812357 -2.40994755772849655884 -0.23593161843053345184
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.57453754627052266990 -0.02393132231623155276 0.99999999999903999015 -2.44265524389012966822 -0.23413550053122256234 0.58732083964061188031 -2.41082101661293535244 -0.23597066773394992367
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.54166910742211127339 -0.02432148766071139459 0.99999999999903554926 -2.29921462167314016867 -0.23673151627232483230 0.58754150266434590488 -2.41172657869209317028 -0.23600857266724586947
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.54850511171380578190 -0.02479343497326513823 0.99999999999904642944 -2.24657729206332268390 -0.23875530549357626420 0.58776475289466012519 -2.41264385803181324874 -0.23604180527157783698
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.59365950412568380123 -0.02535325737303905855 0.99999999999903965708 -2.32363905794522107584 -0.24162718481093997669 0.58798836907229456994 -2.41356092600793958880 -0.23606707536086404819
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.63843519092257350334 -0.02600776957504008849 0.99999999999904254366 -2.47758279133526615468 -0.23838077238678581637 0.58820799043212035340 -2.41446456321731828254 -0.23608228486147342373
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.63424778696052552807 -0.02675653778979190239 0.99999999999904409798 -2.57239348738884121559 -0.23411578203682542609 0.58841831095065399992 -2.41532804162734793252 -0.23608685972741230708
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.09999999999999964473 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.58616731956162082540 -0.02760039556463736443 0.99999999999904154446 -2.52903638319637913412 -0.23296395825579155336 0.58861353414511341509 -2.41612525258490684621 -0.23608183711386609982
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
