#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.20000000000000001110 116.00000000000000000000 -0.00684531819065688739 0.00594503300240444704 0.99999999999896482805 0.01916898845429874931 0.94548287146538323444 0.00000000324249351100 -0.00000003351835770049 0.94542399293929957338
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.29999999999999998890 116.00000000000000000000 -0.01231005379092272624 0.00599376164414440384 0.99999999999900790471 0.04795381650949880753 0.94538018521245714698 -0.00000000318136222162 -0.00000002840757899377 0.94542297650449180768
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 -0.00475331017829066539 0.00606265370873905300 0.99999999999900512915 0.03368676448013353808 0.94539604354524187091 -0.00000000097941158469 -0.00000006334362438814 0.94542153769586023682
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.00853171206728484295 0.00615241339142020595 0.99999999999897526415 -0.01109215641979649156 0.94546636065059375120 -0.00000002015695372771 -0.00000002563907567883 0.94541966030643920238
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.01379892261438356652 0.00626394283262125297 0.99999999999900057723 -0.04632323282771463185 0.94541043290229509477 -0.00000004088990782930 0.00000005992037092186 0.94541732337061212821
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.00476944230168890437 0.00639848441839652258 0.99999999999900390790 -0.04014754475124918814 0.94538403101822354735 -0.00000002373286862261 0.00000006753893819606 0.94541449984174374954
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 -0.01035083516194571472 0.00655738822333467707 0.99999999999898336878 0.00241309128717964727 0.94543361077616216992 0.00000003243235084979 -0.00000008141166551830 0.94541115648697349183
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 -0.01626710533606459327 0.00674232831018647082 0.99999999999899080727 0.04351352539279475934 0.94541587106512592342 0.00000002954735747652 -0.00000018755105268607 0.94540725399244418536
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 -0.00579365537552856916 0.00695540894130642316 0.99999999999900257563 0.04603341178591138089 0.94538327151379042412 0.00000002174674384676 -0.00000035001751502590 0.94540274455948747345
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.01204328136282513222 0.00719902961213600683 0.99999999999898969705 0.00694075291793395076 0.94540121745655969487 -0.00000008890021861415 -0.00000014661568785394 0.94539757150771197569
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.01968708547244753596 0.00747587309680060406 0.99999999999899136238 -0.03937135587950883753 0.94540146884395248605 -0.00000015322808429604 0.00000017091878955625 0.94539166891647807844
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.00808630337637340421 0.00778959274487231630 0.99999999999900457404 -0.05124753769848310742 0.94538204842106121628 -0.00000004399319175616 0.00000008339476658772 0.94538495920682918960
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.39999999999999991118 116.00000000000000000000 -0.01328044963629880330 0.00814373722133444715 0.99999999999899524816 -0.01706276171057239180 0.94536975563603808936 0.00000010398954357614 0.00000001562933165738 0.94537735132813127681
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.50000000000000000000 116.00000000000000000000 -0.02399949264738537869 0.00854253501157504168 0.99999999999898692149 0.03364595572834366138 0.94536863202891219249 0.00000021705671185783 -0.00000047176721950422 0.94536873872123028395
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.60000000000000008882 116.00000000000000000000 -0.01196451216100495943 0.00899164007963413649 0.99999999999899547021 0.05561328540950773169 0.94537475546836924334 0.00000011370552196497 -0.00000074175887576859 0.94535899678455381778
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 1.69999999999999995559 116.00000000000000000000 0.01362996763560155207 0.00949699049748810482 0.99999999999900157643 0.02805564502086704132 0.94533886271909717269 -0.00000015850155955614 -0.00000049056109946521 0.94534798052677193603
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
