#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.48138327115085211005 -0.01804778123951442104 1.00704986919595840256 -2.09764630806873464408 -0.23328197957693105891 0.46141895601771071300 -1.89402739600533220887 -0.22848892424977051974
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.44968777208830429393 -0.01827701268318280767 0.99999928290300010847 -1.91255883782585800468 -0.22790022123484823813 0.46150927765427568472 -1.89439242902039550742 -0.22848927122175061166
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.42745047319437162736 -0.01855564737267002828 1.00000000023274115968 -1.80641569602367568770 -0.21977182508934706151 0.46160466446673026342 -1.89478375452943281765 -0.22848916668298654975
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.43347181692414127330 -0.01888144806566241507 0.99999999999842814624 -1.77331159898113321916 -0.21916677648970442349 0.46170359105962477386 -1.89519093270416671970 -0.22848825313678530757
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.46494987003867566111 -0.01925394375697955796 0.99999999999912037030 -1.82908831994511156260 -0.22728609017693721106 0.46180670971362508537 -1.89561409577636830193 -0.22848589947530201227
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.49904108579459849349 -0.01968094300424799714 0.99999999999915045734 -1.94037823181543589435 -0.23581735200518563755 0.46191328188065844396 -1.89605170915887177863 -0.22848152049245373796
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.49881747376515545023 -0.02015467264428135244 0.99999999999911726167 -2.01640267190560340538 -0.23865285260171603676 0.46202026674693175146 -1.89649124720586437221 -0.22847425034571333669
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.45969173431206833413 -0.02068520702915996323 0.99999999999913424809 -1.98425571903230690829 -0.23310026896369939742 0.46212556992043601900 -1.89691959290309841712 -0.22846445571116780204
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.42668632039848686244 -0.02125441103115499608 0.99999999999913136151 -1.88186164252711907174 -0.22247969425447844394 0.46222500863625831657 -1.89732858663634829099 -0.22845293034840041813
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.42509971258350381929 -0.02184178104719411082 0.99999999999913291582 -1.80592212585729039453 -0.21765595585968589010 0.46231661962529529974 -1.89770647998272101731 -0.22843978061481806652
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.39999999999999991118 116.00000000000000000000 0.45227205063988035194 -0.02245114647117706433 0.99999999999913347093 -1.80374929966081842814 -0.22110401663563991614 0.46239983959346786513 -1.89804880616200999377 -0.22842523775370826566
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.50000000000000000000 116.00000000000000000000 0.48946092142207897613 -0.02304809138998962711 0.99999999999912991822 -1.87049625188237111928 -0.23134241897011695310 0.46247713088662834036 -1.89836880859885104300 -0.22841034349427943861
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.60000000000000008882 116.00000000000000000000 0.51267999620991100418 -0.02362046025969725266 0.99999999999912958515 -1.96255865498235926303 -0.23965138041426814475 0.46255760243573851298 -1.89869971342373022871 -0.22839785327603037701
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.69999999999999995559 116.00000000000000000000 0.48692045637851238959 -0.02414738763472081343 0.99999999999913058435 -2.00545997302995315792 -0.23855987396748445928 0.46264862425877806285 -1.89906975888076368086 -0.22838995926834335104
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.40000000000000035527 0.10000000000000000555 1.80000000000000004441 116.00000000000000000000 0.43503164335410610120 -0.02459100856803947757 0.99999999999913091742 -1.95379143420189871350 -0.22913438336571861909 0.46275064560336737207 -1.89948489625867367181 -0.22838754574406708309
