#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.58259009951768614410 -0.02272989286524159866 0.99611586658949380357 -2.33370763209160125840 -0.24512269830838773199 0.54181804015976142708 -2.22404748919366834770 -0.23898670812792277562
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.52888160612852808118 -0.02303346488056747660 1.00000161851711544259 -2.25318893879360926391 -0.23779374507445125153 0.54198950416869906554 -2.22474573945749165560 -0.23901007114299235856
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.49850706978039283079 -0.02340695237640198767 0.99999999801606564986 -2.11663330646779979105 -0.23558514430979837773 0.54216848648483062512 -2.22548000770201870324 -0.23903250930261693563
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.50518128415580665358 -0.02385086783979206704 1.00000000001585021003 -2.06863258225096346976 -0.23643672315791197658 0.54235122642180910724 -2.22623166529336957709 -0.23905201178797294559
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.54700495576274277276 -0.02436790300214737581 0.99999999999707311904 -2.14030479483587132705 -0.24185779483534916579 0.54253738909756643594 -2.22699556393381747910 -0.23906631687519422358
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.59038150238624964583 -0.02496977927437151953 0.99999999999909605641 -2.28536673418627600540 -0.24371316706057213897 0.54272508144095310545 -2.22776653544524361195 -0.23907368621167043865
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.58831021393637861205 -0.02564846822122736347 0.99999999999917066340 -2.37976055036916411822 -0.24236180055784789511 0.54290979058523969325 -2.22852537183319032721 -0.23907296541426548142
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.54098454842199850123 -0.02641600946347181372 0.99999999999915567539 -2.33982542053358422152 -0.23935636132729382064 0.54308814678450267888 -2.22925189209472174312 -0.23906471165354539754
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.49994539237068980064 -0.02725300487052804282 0.99999999999915456517 -2.21456334234510876513 -0.23461050298215799237 0.54325418221450594292 -2.22993483046711471474 -0.23904987349499695615
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.49431057396112842994 -0.02813741060957841711 0.99999999999914823690 -2.11513060732330337999 -0.23326882335336981966 0.54340525093628044839 -2.23055700213749119598 -0.23902833742481677248
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.39999999999999991118 116.00000000000000000000 0.52826171953720335583 -0.02907200273356900025 0.99999999999914757076 -2.10630841519264722095 -0.23579505081809945533 0.54353932510380786880 -2.23110861697848683605 -0.23900046497337440465
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.50000000000000000000 116.00000000000000000000 0.57797294919513519940 -0.03000869624512740585 0.99999999999914956916 -2.19093939699441042634 -0.24256270058819626168 0.54366013921850742108 -2.23160846873197238338 -0.23896921336778700895
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.60000000000000008882 116.00000000000000000000 0.61025219475670311464 -0.03092557338329453981 0.99999999999914979121 -2.31307467448967463142 -0.24629633397655942284 0.54378036391972850438 -2.23210385308875958188 -0.23893851043807673440
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.69999999999999995559 116.00000000000000000000 0.57801492753239214206 -0.03178996152039636341 0.99999999999915267779 -2.37380722388096021547 -0.24393977902750638154 0.54391134422002573867 -2.23263648534921443911 -0.23891021346990451435
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.80000000000000004441 116.00000000000000000000 0.51015853483041595506 -0.03254067204783543665 0.99999999999915378801 -2.31103139010151892307 -0.23909854772612540441 0.54405383830542652923 -2.23321596607952166380 -0.23888531968634257874
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 1.89999999999999991118 116.00000000000000000000 0.47459353140570914587 -0.03310750813315599395 0.99999999999914912507 -2.18675275032604332637 -0.23011127950306881074 0.54419519333171806341 -2.23379299439683842721 -0.23887085825584564169
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 2.00000000000000000000 116.00000000000000000000 0.49790356896721732483 -0.03344667816885175948 0.99999999999914868098 -2.11150422436489293432 -0.23016284548174661961 0.54432742368815523193 -2.23433758177532171274 -0.23887058839244956765
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 2.10000000000000008882 116.00000000000000000000 0.55392445587097927095 -0.03348491866716932913 0.99999999999915145654 -2.13055715702135373135 -0.23717112558649730558 0.54445790134830818197 -2.23488057526339023440 -0.23888643838999654156
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 2.20000000000000017764 116.00000000000000000000 0.60812616123110119215 -0.03318915469300883631 0.99999999999915056836 -2.22614110948563137526 -0.24520186930080131726 0.54459197196588016165 -2.23544520639603527812 -0.23892148950289571196
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
8.19999999999999928946 0.10000000000000000555 2.29999999999999982236 116.00000000000000000000 0.61584169024764345846 -0.03256202019295518363 0.99999999999915112348 -2.32887751401171216870 -0.25006560996302457101 0.54473945190475647760 -2.23603152380349090578 -0.23897952712101411255
