#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.00000000000000000000 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.05541635175154136644 0.02526038180547494211 0.99999999687297946860 -0.02126942541021186600 0.47454283728327373293 -0.00000086733314738786 0.00000033565920088765 0.47465329319234916827
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.20000000000000001110 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.08560120124623694926 0.02523596411906985082 0.99999999687253326996 -0.14546402859752152747 0.47413835825356714926 0.03025911694266517765 -0.12420979488776610900 0.47421585643786545727
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.40000000000000002220 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.11558751273780917823 0.02516344922408658702 0.99999999687153484640 -0.26924837946363183727 0.47286115453728244651 0.06043552528105777810 -0.24807685057182943256 0.47290523581934496011
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.59999999999999997780 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.14529254170139427327 0.02504298356508821363 0.99999999686998874981 -0.39228123466914449624 0.47071623944379203941 0.09044502835258710904 -0.37125878451438476535 0.47072641961313294034
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
0.80000000000000004441 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.17463444121832130684 0.02487481381864041496 0.99999999686787244269 -0.51422398347541431463 0.46771193032772351295 0.12020479859566546299 -0.49341560953363639008 0.46768770401268178194
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
1.00000000000000000000 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.20353251994914695056 0.02465929143927698269 0.99999999686519258635 -0.63474167841748929675 0.46385982121089547325 0.14963276552718435264 -0.61421044612865860479 0.46380066653092211215
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
1.19999999999999995559 0.10000000000000000555 2.45500000000000007105 1.15999999999999992006 0.23190750571533144675 0.02439687879495067505 0.99999999686190965686 -0.75350407994939239131 0.45917474430369309424 0.17864787612038662834 -0.73331059126356690214 0.45908012827020738822
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
