#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.79838838300705838869 -0.00271135090737602584 0.99999999999909006121 -3.27786384515946682683 -0.01058748817911790707 0.79501999149868596284 -3.26338045693156075799 -0.04219566148086966589
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.79475737733195062074 -0.00257639409040929081 0.99999999999909228166 -3.26995623838240412340 -0.03638153447239108468 0.79513041755929037002 -3.26383356371971888876 -0.04224867139036717067
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.78871596769430385443 -0.00241839075445449310 0.99999999999908806281 -3.25046920841390818424 -0.06483260159972481507 0.79524629183525374909 -3.26430896685202043273 -0.04230776111134483541
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.79181127848743404485 -0.00223910401420333470 0.99999999999908872894 -3.24434406704080391393 -0.07350624397767664686 0.79536267210627997759 -3.26478694313265416227 -0.04237120870492508407
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.80107627179776152992 -0.00204287567069580574 0.99999999999908650850 -3.26681157617472184285 -0.05761519793175836485 0.79547609784694250923 -3.26525220352462586249 -0.04243747643201891545
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.79981825135992723474 -0.00183951824228711577 0.99999999999909217063 -3.28384815620971659555 -0.03095261815882242515 0.79558360046790355113 -3.26569414724011641837 -0.04250548101875334384
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.79265186550222510586 -0.00163449959089080176 0.99999999999909350290 -3.27248245265857340414 -0.01569074239641979340 0.79568308099663320743 -3.26610288323836250868 -0.04257520124394187366
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.79303456594133792112 -0.00144513385124615834 0.99999999999909183757 -3.25896766708146845559 -0.02342049151159101422 0.79577275666574787127 -3.26646949611212766840 -0.04264670155140779656
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.79423662423160623636 -0.00128784026991086314 0.99999999999909328086 -3.25629684928905316355 -0.04652560049637097933 0.79585123362904874877 -3.26679242937439262562 -0.04271910107976889526
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.40000000000000035527 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.79344145465349957824 -0.00118524735055284603 0.99999999999908972814 -3.25554326009230265981 -0.06420082842148551461 0.79591903443425804365 -3.26707003691508734988 -0.04279053750867335693
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
