#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.10000000000000000555 116.00000000000000000000 0.77558564812491403995 0.00442942734056404538 0.99999956650534338465 -3.18643726873170285430 0.14518699925931899397 0.77106503694540862170 -3.16505076160409926089 0.16320843686094849145
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.20000000000000001110 116.00000000000000000000 0.76656128190905026276 0.00450313366312309147 0.99999999999909128245 -3.15366272473605935289 0.17044355282497838933 0.77106885848692985341 -3.16506666367777400595 0.16320342245716279450
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.29999999999999998890 116.00000000000000000000 0.76158290821935414883 0.00462639739868201273 0.99999999999908717463 -3.12935875736332169694 0.18884778376073957373 0.77107480826902841109 -3.16509131535013610304 0.16319506237737249621
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.40000000000000002220 116.00000000000000000000 0.76625486209586057829 0.00480197982516915398 0.99999999999908684156 -3.13580441739746351715 0.18708719755192024237 0.77108234303884637395 -3.16512247634439081168 0.16318325432010538645
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.50000000000000000000 116.00000000000000000000 0.77594250538814457663 0.00503069837523259598 0.99999999999908673054 -3.16674282935205342326 0.16726435957020652223 0.77109085365998064621 -3.16515765442170105004 0.16316792554063636045
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.59999999999999997780 116.00000000000000000000 0.78162931449144423812 0.00531680511188532736 0.99999999999908861792 -3.19595151490160533925 0.14528909044966148434 0.77109981843703312432 -3.16519467162527234905 0.16314888761036946963
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.69999999999999995559 116.00000000000000000000 0.77830941613968229742 0.00566709562012327264 0.99999999999908606441 -3.20209400914917052816 0.13906757264991972955 0.77110881476354309338 -3.16523177442869396714 0.16312583033146085820
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.80000000000000004441 116.00000000000000000000 0.76663186622904100354 0.00608776338659743239 0.99999999999909028325 -3.17835839412362108902 0.15249649391888886463 0.77111751020890351160 -3.16526758332600222090 0.16309838106352678166
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 0.90000000000000002220 116.00000000000000000000 0.75677214615940469056 0.00658057785544867695 0.99999999999909006121 -3.13932080966028292934 0.17291496707424855450 0.77112558292288280182 -3.16530101949859155042 0.16306618278882437090
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.00000000000000000000 116.00000000000000000000 0.76128088804739946216 0.00715277196355749729 0.99999999999909261472 -3.12092308106629756637 0.18362508088911982940 0.77113289414335650651 -3.16533138827225757339 0.16302875187566481796
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.10000000000000008882 116.00000000000000000000 0.77594234563428421403 0.00780386076104346970 0.99999999999909006121 -3.14176526044314829988 0.17677790479698776704 0.77113922725781713918 -3.16535783053190655778 0.16298568907737875922
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.19999999999999995559 116.00000000000000000000 0.78605675946847997082 0.00854372867973405246 0.99999999999908650850 -3.18079580046550525196 0.15919330563789382826 0.77114463714214676049 -3.16538037111370140764 0.16293643829857643035
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.30000000000000004441 116.00000000000000000000 0.78508338997653992486 0.00938416786974540819 0.99999999999908650850 -3.20692473774105391016 0.14623690483931472972 0.77114931701658095964 -3.16539954716882654395 0.16288037850451902999
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.39999999999999991118 116.00000000000000000000 0.77381977883003805196 0.01031852750721059739 0.99999999999908495418 -3.20497439643350245930 0.14851494020448902100 0.77115318669735222201 -3.16541543155238258578 0.16281721343092120380
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.50000000000000000000 116.00000000000000000000 0.75562590649472927140 0.01134432730433483812 0.99999999999908961712 -3.17298588767833189550 0.16217366898532931119 0.77115661308417882136 -3.16542929268464279247 0.16274651865200168155
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.60000000000000008882 116.00000000000000000000 0.74550795885067089319 0.01243523400513189305 0.99999999999908972814 -3.12764078546930868185 0.17517282924553212453 0.77115954661954466687 -3.16544175751835421551 0.16266859498373850701
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.69999999999999995559 116.00000000000000000000 0.75945798210693660213 0.01355775677969734208 0.99999999999908839587 -3.10716128865697394090 0.17729601557719057436 0.77116196794783009594 -3.16545290040699534018 0.16258432801672154100
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.80000000000000004441 116.00000000000000000000 0.78753164851441936900 0.01467122786814526424 0.99999999999908706361 -3.13447142661903566108 0.16555195422399532346 0.77116415596996434889 -3.16546216936913449302 0.16249547285869209157
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 1.89999999999999991118 116.00000000000000000000 0.80407156407641722229 0.01569449314103698104 0.99999999999908573134 -3.18798867904403060436 0.15210709854363541060 0.77116590463229073293 -3.16547056247432312404 0.16240469511114075107
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 2.00000000000000000000 116.00000000000000000000 0.79626537637745931075 0.01653681950033673159 0.99999999999908317783 -3.22714955162228234187 0.14999351968954249825 0.77116783489932327900 -3.16547762315430913915 0.16231650538135633521
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 2.10000000000000008882 116.00000000000000000000 0.76860673082984876103 0.01704351678386944666 0.99999999999908228965 -3.22477484990192841963 0.15776902876729176350 0.77116970591172551153 -3.16548392945435663748 0.16223758348913566718
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.79999999999999982236 0.10000000000000000555 2.20000000000000017764 116.00000000000000000000 0.73774654095247482744 0.01702620405127590678 0.99999999999908428805 -3.18065056053708294925 0.16754144294875780719 0.77117107232709414255 -3.16549018199611831292 0.16217666920159692912
