0 0.0544041
0.305188 0.0574779
0.610376 0.0626242
0.813835 0.070891
1.01729 0.0791577
1.15293 0.0884686
1.28857 0.0977794
1.3903 0.10813
1.49203 0.117445
1.59376 0.127796
1.69549 0.137111
1.76331 0.147466
1.83113 0.157821
1.89895 0.168176
1.96677 0.178531
2.03459 0.187849
2.0685 0.198208
2.13632 0.208563
2.20414 0.218918
2.27195 0.229273
2.30586 0.239631
2.37368 0.24895
2.4415 0.259305
2.50932 0.26966
2.61105 0.280011
2.74669 0.27585
2.81451 0.26548
2.84842 0.255113
2.88233 0.244747
2.95015 0.234376
2.98406 0.214683
3.01797 0.204316
3.05188 0.19395
3.08579 0.173221
3.1197 0.162854
3.15361 0.152487
3.28925 0.0788967
3.32316 0.0685301
3.35707 0.0478008
3.39098 0.0374343
3.42489 0.0270677
3.4588 0.00633838
3.49271 -0.00402821
3.52662 -0.0247575
3.59444 -0.035128
3.62835 -0.0454946
3.66226 -0.0548249
3.73008 -0.0651954
3.86571 -0.0745374
4.06917 -0.0673069
4.20481 -0.0569598
4.34045 -0.0476489
4.44218 -0.0383342
4.57782 -0.0290233
4.74737 -0.0197164
4.95083 -0.0114496
5.22211 -0.00319062
5.52729 0.000919397
5.76466 0.00296467
6.10376 0.00499825
6.40895 0.00599945
6.74805 0.0059605
7.08714 0.00592154
7.42624 0.00691885
7.76534 0.00791616
8.07053 0.00995364
8.37571 0.0140637
8.6809 0.0192099
8.91827 0.0264366
9.12173 0.0347033
9.3591 0.04193
9.59647 0.0491566
9.90165 0.0460127
10.1051 0.0387354
10.3086 0.0304219
10.5459 0.0221045
10.8511 0.0179243
11.1563 0.0147805
11.4954 0.0137052
11.8006 0.0126339
12.1397 0.0105224
12.4788 0.00944719
12.8179 0.00940824
13.157 0.00833301
13.4622 0.00726168
13.8013 0.00618645

