0.0950171 0.0596774
0.429987 0.0612903
0.731213 0.0645161
1.03199 0.0709677
1.33231 0.0806452
1.5656 0.0903226
1.79866 0.101613
1.99775 0.116129
2.16354 0.129032
2.29559 0.143548
2.3939 0.159677
2.52595 0.174194
2.62426 0.190323
2.68927 0.204839
2.78757 0.220968
2.85236 0.237097
2.91737 0.251613
2.98216 0.267742
3.04695 0.283871
3.07821 0.3
3.143 0.316129
3.17427 0.332258
3.23905 0.348387
3.30406 0.362903
3.33533 0.379032
3.40012 0.395161
3.4649 0.41129
3.49617 0.427419
3.56096 0.443548
3.59222 0.459677
3.65701 0.475806
3.75554 0.490323
3.85407 0.504839
4.02257 0.498387
4.15868 0.483871
4.19445 0.467742
4.26374 0.451613
4.33303 0.435484
4.40232 0.419355
4.43787 0.404839
4.50716 0.38871
4.57646 0.372581
4.61223 0.356452
4.68152 0.340323
4.71729 0.324194
4.78658 0.308065
4.82236 0.291935
4.89142 0.277419
4.96071 0.26129
5.03001 0.245161
5.0993 0.229032
5.16859 0.212903
5.27117 0.198387
5.34047 0.182258
5.44305 0.167742
5.54586 0.151613
5.68197 0.137097
5.81808 0.122581
5.9877 0.108065
6.15733 0.0935484
6.36025 0.0806452
6.59646 0.0693548
6.83245 0.0596774
7.13525 0.0516129
7.43805 0.0435484
7.74063 0.0370968
8.0765 0.0322581
8.37863 0.0290323
8.71427 0.0258065
9.04992 0.0225806
9.35205 0.0193548
9.68747 0.0177419
10.0229 0.016129
10.3248 0.0145161
10.66 0.0145161
10.9954 0.0129032
11.3308 0.0112903
11.666 0.0112903
12.0014 0.00967742
12.3366 0.00967742
12.6385 0.00806452
12.9737 0.00806452
13.3089 0.00806452
13.6444 0.00645161

