#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07321786880493164062 0.10000000149011611938 3.14733886718750000000 116.00000000000000000000 0.74635827541351318359 0.00805102661252021790 1.00002491474151611328 -2.33722448348999023438 -0.22765344381332397461 0.73456615209579467773 -2.26149415969848632812 -0.20378372073173522949
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07450342178344726562 0.10000000149011611938 3.14221191406250000000 116.00000000000000000000 0.74924594163894653320 0.00772524345666170120 1.00002551078796386719 -2.33517456054687500000 -0.22792489826679229736 0.73368263244628906250 -2.25876450538635253906 -0.20390276610851287842
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.09314775466918945312 0.10000000149011611938 3.15063476562500000000 116.00000000000000000000 0.72712528705596923828 0.00674183107912540436 1.00002384185791015625 -2.29283761978149414062 -0.23033273220062255859 0.72067689895629882812 -2.21873307228088378906 -0.20550630986690521240
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04621601104736328125 0.10000000149011611938 3.15173339843750000000 116.00000000000000000000 0.76525235176086425781 0.00979133881628513336 1.00002431869506835938 -2.39557194709777832031 -0.22292813658714294434 0.75339657068252563477 -2.31945872306823730469 -0.20070837438106536865
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03528642654418945312 0.10000000149011611938 3.14843750000000000000 116.00000000000000000000 0.77658855915069580078 0.01027105376124382019 1.00002300739288330078 -2.41981697082519531250 -0.22075460851192474365 0.76101464033126831055 -2.34291338920593261719 -0.19921176135540008545
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04075098037719726562 0.10000000149011611938 3.16033935546875000000 116.00000000000000000000 0.76322585344314575195 0.01012029405683279037 1.00002396106719970703 -2.40588307380676269531 -0.22175443172454833984 0.75718086957931518555 -2.33109593391418457031 -0.19997766613960266113
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03625059127807617188 0.10000000149011611938 3.16363525390625000000 116.00000000000000000000 0.76429438591003417969 0.01048242207616567612 1.00002372264862060547 -2.41495752334594726562 -0.22080180048942565918 0.76030534505844116211 -2.34071683883666992188 -0.19935385882854461670
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04525136947631835938 0.10000000149011611938 3.15704345703125000000 116.00000000000000000000 0.76213705539703369141 0.00974772777408361435 1.00002527236938476562 -2.39674067497253417969 -0.22267892956733703613 0.75405251979827880859 -2.32146286964416503906 -0.20057816803455352783
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04975175857543945312 0.10000000149011611938 3.15374755859375000000 116.00000000000000000000 0.76076960563659667969 0.00974414311349391937 1.00002455711364746094 -2.38749384880065917969 -0.22356501221656799316 0.75092673301696777344 -2.31186246871948242188 -0.20116452872753143311
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05328798294067382812 0.10000000149011611938 3.14990234375000000000 116.00000000000000000000 0.76093548536300659180 0.00926305539906024933 1.00002443790435791016 -2.38044881820678710938 -0.22426520287990570068 0.74846714735031127930 -2.30428457260131835938 -0.20159487426280975342
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06228828430175781250 0.10000000149011611938 3.12573242187500000000 116.00000000000000000000 0.77173084020614624023 0.00786957517266273499 1.00002360343933105469 -2.36296510696411132812 -0.22566783428192138672 0.74224287271499633789 -2.28511714935302734375 -0.20262293517589569092
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06485986709594726562 0.10000000149011611938 3.12573242187500000000 116.00000000000000000000 0.76961660385131835938 0.00770458951592445374 1.00002455711364746094 -2.35739254951477050781 -0.22613501548767089844 0.74044847488403320312 -2.27958989143371582031 -0.20290397107601165771
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07771825790405273438 0.10000000149011611938 3.13305664062500000000 116.00000000000000000000 0.75340092182159423828 0.00730790337547659874 1.00002396106719970703 -2.32910585403442382812 -0.22843481600284576416 0.73146772384643554688 -2.25194239616394042969 -0.20420472323894500732
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08093261718750000000 0.10000000149011611938 3.14294433593750000000 116.00000000000000000000 0.74346107244491577148 0.00709867803379893303 1.00002467632293701172 -2.32101440429687500000 -0.22889381647109985352 0.72919386625289916992 -2.24493455886840820312 -0.20449264347553253174
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08221864700317382812 0.10000000149011611938 3.14807128906250000000 116.00000000000000000000 0.73842358589172363281 0.00724438391625881195 1.00002455711364746094 -2.31737232208251953125 -0.22897528111934661865 0.72828578948974609375 -2.24214744567871093750 -0.20461137592792510986
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08607578277587890625 0.10000000149011611938 3.14001464843750000000 116.00000000000000000000 0.74133133888244628906 0.00669895298779010773 1.00002455711364746094 -2.31015324592590332031 -0.22966830432415008545 0.72562068700790405273 -2.23393964767456054688 -0.20493474602699279785
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05328798294067382812 0.10000000149011611938 3.11328125000000000000 116.00000000000000000000 0.78790068626403808594 0.00806430913507938385 1.00002491474151611328 -2.38198184967041015625 -0.22339355945587158203 0.74855172634124755859 -2.30454397201538085938 -0.20156930387020111084
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05843114852905273438 0.10000000149011611938 3.11328125000000000000 116.00000000000000000000 0.78372526168823242188 0.00775028625503182411 1.00002408027648925781 -2.37091636657714843750 -0.22441311180591583252 0.74496394395828247070 -2.29349660873413085938 -0.20217907428741455078
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04814434051513671875 0.10000000149011611938 3.11328125000000000000 116.00000000000000000000 0.79205214977264404297 0.00836772285401821136 1.00002455711364746094 -2.39303421974182128906 -0.22233608365058898926 0.75213837623596191406 -2.31558775901794433594 -0.20092760026454925537
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04830503463745117188 0.10000000149011611938 3.13699340820312500000 116.00000000000000000000 0.77479696273803710938 0.00911971926689147949 1.00002491474151611328 -2.39280462265014648438 -0.22327440977096557617 0.75197392702102661133 -2.31507396697998046875 -0.20096467435359954834
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04782295227050781250 0.10000000149011611938 3.13177490234375000000 116.00000000000000000000 0.77889221906661987305 0.00925766862928867340 1.00002396106719970703 -2.39414310455322265625 -0.22306849062442779541 0.75233072042465209961 -2.31617188453674316406 -0.20090711116790771484
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05602025985717773438 0.10000000149011611938 3.13552856445312500000 116.00000000000000000000 0.76959037780761718750 0.00864178873598575592 1.00002455711364746094 -2.37615919113159179688 -0.22473143041133880615 0.74659544229507446289 -2.29852008819580078125 -0.20191317796707153320
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05762720108032226562 0.10000000149011611938 3.13534545898437500000 116.00000000000000000000 0.76843971014022827148 0.00849269423633813858 1.00002491474151611328 -2.37268352508544921875 -0.22502675652503967285 0.74547427892684936523 -2.29506468772888183594 -0.20210032165050506592
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05360937118530273438 0.10000000149011611938 3.14019775390625000000 116.00000000000000000000 0.76806998252868652344 0.00891091208904981613 1.00002348423004150391 -2.38100838661193847656 -0.22433470189571380615 0.74826639890670776367 -2.30366039276123046875 -0.20162668824195861816
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05778789520263671875 0.10000000149011611938 3.14001464843750000000 116.00000000000000000000 0.76481932401657104492 0.00860555283725261688 1.00002348423004150391 -2.37193250656127929688 -0.22510476410388946533 0.74534994363784790039 -2.29467749595642089844 -0.20212119817733764648
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05714511871337890625 0.10000000149011611938 3.14184570312500000000 116.00000000000000000000 0.76392447948455810547 0.00875974632799625397 1.00002491474151611328 -2.37313318252563476562 -0.22499608993530273438 0.74579584598541259766 -2.29604816436767578125 -0.20204915106296539307
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05521631240844726562 0.10000000149011611938 3.14147949218750000000 116.00000000000000000000 0.76583892107009887695 0.00877875369042158127 1.00002455711364746094 -2.37738156318664550781 -0.22464177012443542480 0.74713963270187377930 -2.30019283294677734375 -0.20181846618652343750
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05843114852905273438 0.10000000149011611938 3.14257812500000000000 116.00000000000000000000 0.76219874620437622070 0.00887798238545656204 1.00002455711364746094 -2.37023615837097167969 -0.22522734105587005615 0.74489998817443847656 -2.29330301284790039062 -0.20220416784286499023
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06035947799682617188 0.10000000149011611938 3.14367675781250000000 116.00000000000000000000 0.75985962152481079102 0.00867263600230216980 1.00002360343933105469 -2.36589765548706054688 -0.22556932270526885986 0.74354892969131469727 -2.28914046287536621094 -0.20242168009281158447
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06453847885131835938 0.10000000149011611938 3.13543701171875000000 116.00000000000000000000 0.76267814636230468750 0.00807992368936538696 1.00002336502075195312 -2.35764026641845703125 -0.22626979649066925049 0.74065226316452026367 -2.28021287918090820312 -0.20287679135799407959
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06325292587280273438 0.10000000149011611938 3.13616943359375000000 116.00000000000000000000 0.76307404041290283203 0.00836134236305952072 1.00002443790435791016 -2.36037802696228027344 -0.22605197131633758545 0.74155133962631225586 -2.28298711776733398438 -0.20274256169795989990
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06389570236206054688 0.10000000149011611938 3.13726806640625000000 116.00000000000000000000 0.76179677248001098633 0.00823697447776794434 1.00002419948577880859 -2.35888552665710449219 -0.22617441415786743164 0.74109673500061035156 -2.28158807754516601562 -0.20280979573726654053
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06678867340087890625 0.10000000149011611938 3.13928222656250000000 116.00000000000000000000 0.75782459974288940430 0.00821265019476413727 1.00002455711364746094 -2.35237932205200195312 -0.22667975723743438721 0.73907369375228881836 -2.27536582946777343750 -0.20312426984310150146
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06903886795043945312 0.10000000149011611938 3.13433837890625000000 116.00000000000000000000 0.75970369577407836914 0.00786711089313030243 1.00002443790435791016 -2.34792494773864746094 -0.22703205049037933350 0.73751604557037353516 -2.27056598663330078125 -0.20335447788238525391
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06960153579711914062 0.10000000149011611938 3.13200378417968750000 116.00000000000000000000 0.76109457015991210938 0.00757793663069605827 1.00002515316009521484 -2.34685635566711425781 -0.22709833085536956787 0.73712366819381713867 -2.26935362815856933594 -0.20340505242347717285
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07064628601074218750 0.10000000149011611938 3.13269042968750000000 116.00000000000000000000 0.75961053371429443359 0.00769311888143420219 1.00002455711364746094 -2.34453868865966796875 -0.22728390991687774658 0.73639792203903198242 -2.26712131500244140625 -0.20351679623126983643
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05585956573486328125 0.10000000149011611938 3.14550781250000000000 116.00000000000000000000 0.76212233304977416992 0.00906597729772329330 1.00002443790435791016 -2.37547564506530761719 -0.22476020455360412598 0.74668592214584350586 -2.29879641532897949219 -0.20190359652042388916
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05971670150756835938 0.10000000149011611938 3.07299804687500000000 116.00000000000000000000 0.80729734897613525391 0.00671394262462854385 1.00002384185791015625 -2.36003923416137695312 -0.22122777998447418213 0.74418103694915771484 -2.29106640815734863281 -0.20230956375598907471
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07128906250000000000 0.10000000149011611938 3.07519531250000000000 116.00000000000000000000 0.79693734645843505859 0.00586787238717079163 1.00002527236938476562 -2.33617734909057617188 -0.22373096644878387451 0.73608809709548950195 -2.26618361473083496094 -0.20354670286178588867
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04685878753662109375 0.10000000149011611938 3.07592773437500000000 116.00000000000000000000 0.81594967842102050781 0.00755175948143005371 1.00002443790435791016 -2.38818025588989257812 -0.21882003545761108398 0.75313615798950195312 -2.31863689422607421875 -0.20074455440044403076
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04235839843750000000 0.10000000149011611938 3.06604003906250000000 116.00000000000000000000 0.82437658309936523438 0.00763465603813529015 1.00002443790435791016 -2.39422106742858886719 -0.21664361655712127686 0.75630670785903930664 -2.32837104797363281250 -0.20014633238315582275
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06164550781250000000 0.10000000149011611938 3.14367675781250000000 116.00000000000000000000 0.75880157947540283203 0.00859085004776716232 1.00002491474151611328 -2.36308979988098144531 -0.22579437494277954102 0.74265015125274658203 -2.28637480735778808594 -0.20256637036800384521
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06196689605712890625 0.10000000149011611938 3.13104248046875000000 116.00000000000000000000 0.76800847053527832031 0.00819387659430503845 1.00002372264862060547 -2.36351037025451660156 -0.22574515640735626221 0.74245935678482055664 -2.28577995300292968750 -0.20259456336498260498
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06132411956787109375 0.10000000149011611938 3.12994384765625000000 116.00000000000000000000 0.76927405595779418945 0.00831637624651193619 1.00002479553222656250 -2.36495685577392578125 -0.22560632228851318359 0.74291431903839111328 -2.28718400001525878906 -0.20252573490142822266
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06132411956787109375 0.10000000149011611938 3.13287353515625000000 116.00000000000000000000 0.76714032888412475586 0.00835172738879919052 1.00002443790435791016 -2.36480832099914550781 -0.22566424310207366943 0.74290537834167480469 -2.28715443611145019531 -0.20252558588981628418
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06260967254638671875 0.10000000149011611938 3.13214111328125000000 116.00000000000000000000 0.76674199104309082031 0.00807081256061792374 1.00002408027648925781 -2.36205720901489257812 -0.22588115930557250977 0.74200516939163208008 -2.28437972068786621094 -0.20266273617744445801
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06293153762817382812 0.10000000149011611938 3.14587402343750000000 116.00000000000000000000 0.75597387552261352539 0.00871929246932268143 1.00002408027648925781 -2.35997009277343750000 -0.22600001096725463867 0.74175029993057250977 -2.28360557556152343750 -0.20271432399749755859
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06711006164550781250 0.10000000149011611938 3.14569091796875000000 116.00000000000000000000 0.75269240140914916992 0.00839811470359563828 1.00002419948577880859 -2.35085821151733398438 -0.22670292854309082031 0.73883306980133056641 -2.27462720870971679688 -0.20316240191459655762
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06839609146118164062 0.10000000149011611938 3.12738037109375000000 116.00000000000000000000 0.76548534631729125977 0.00754190795123577118 1.00002455711364746094 -2.34968519210815429688 -0.22680293023586273193 0.73797756433486938477 -2.27198147773742675781 -0.20327933132648468018
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07000303268432617188 0.10000000149011611938 3.12719726562500000000 116.00000000000000000000 0.76431912183761596680 0.00738601712509989738 1.00002539157867431641 -2.34620094299316406250 -0.22707505524158477783 0.73685514926910400391 -2.26852846145629882812 -0.20344299077987670898
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02757167816162109375 0.10000000149011611938 3.10888671875000000000 116.00000000000000000000 0.81131058931350708008 0.00940586999058723450 1.00002396106719970703 -2.43654370307922363281 -0.21743832528591156006 0.76645827293395996094 -2.35967326164245605469 -0.19804015755653381348
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05264472961425781250 0.10000000149011611938 3.12829589843750000000 116.00000000000000000000 0.77758735418319702148 0.00878529716283082962 1.00002408027648925781 -2.38381481170654296875 -0.22392399609088897705 0.74897366762161254883 -2.30583763122558593750 -0.20150673389434814453
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05650234222412109375 0.10000000149011611938 3.12756347656250000000 116.00000000000000000000 0.77509319782257080078 0.00834993552416563034 1.00002443790435791016 -2.37547564506530761719 -0.22464299201965332031 0.74627852439880371094 -2.29753804206848144531 -0.20196431875228881836
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05778789520263671875 0.10000000149011611938 3.12829589843750000000 116.00000000000000000000 0.77339452505111694336 0.00847065635025501251 1.00002431869506835938 -2.37267518043518066406 -0.22491014003753662109 0.74538642168045043945 -2.29479265213012695312 -0.20212067663669586182
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05063581466674804688 0.10000000149011611938 3.12998962402343750000 116.00000000000000000000 0.77795976400375366211 0.00898633431643247604 1.00002431869506835938 -2.38812160491943359375 -0.22357872128486633301 0.75037270784378051758 -2.31014156341552734375 -0.20126073062419891357
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05843114852905273438 0.10000000149011611938 3.14990234375000000000 116.00000000000000000000 0.75672328472137451172 0.00894723646342754364 1.00002419948577880859 -2.36920642852783203125 -0.22518181800842285156 0.74487775564193725586 -2.29323410987854003906 -0.20220430195331573486
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
