#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.50624990463256835938 0.10000000149011611938 6.50000000000000000000 116.00000000000000000000 0.28897821903228759766 0.01976515911519527435 1.00002610683441162109 -1.06633484363555908203 -0.09922678768634796143 0.34640327095985412598 -1.06641376018524169922 -0.09342840313911437988
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.58854150772094726562 0.10000000149011611938 6.64062500000000000000 116.00000000000000000000 0.32034313678741455078 0.01965402066707611084 1.00002491474151611328 -1.02028918266296386719 -0.06518847495317459106 0.33964017033576965332 -1.04563641548156738281 -0.09002315998077392578
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.83541679382324218750 0.10000000149011611938 7.25000000000000000000 116.00000000000000000000 0.28891405463218688965 0.01928737759590148926 1.00002503395080566406 -0.97552889585494995117 -0.06802959740161895752 0.32138925790786743164 -0.98941403627395629883 -0.08113113045692443848
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 0.73437500000000000000 116.00000000000000000000 0.88275527954101562500 -0.02444501966238021851 1.00002551078796386719 -2.68474745750427246094 -0.15285108983516693115 0.91234570741653442383 -2.80880284309387207031 -0.12352188676595687866
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.86041688919067382812 0.10000000149011611938 0.50000000000000000000 116.00000000000000000000 0.86181962490081787109 -0.02959419786930084229 1.00002396106719970703 -2.72406053543090820312 -0.15089108049869537354 0.87034285068511962891 -2.67949247360229492188 -0.15447519719600677490
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 1.10937500000000000000 116.00000000000000000000 0.90966075658798217773 -0.02866472862660884857 1.00002408027648925781 -2.89276504516601562500 -0.10454899072647094727 0.91321206092834472656 -2.81148266792297363281 -0.12352347373962402344
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 1.48437500000000000000 116.00000000000000000000 0.94313764572143554688 -0.03413913026452064514 1.00002479553222656250 -2.74877095222473144531 -0.12926602363586425781 0.91382372379302978516 -2.81335330009460449219 -0.12332361936569213867
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 1.29687500000000000000 116.00000000000000000000 0.73850929737091064453 -0.04106001928448677063 1.00002455711364746094 -2.42660284042358398438 -0.18986208736896514893 0.82270365953445434570 -2.53282403945922851562 -0.17896156013011932373
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.61354160308837890625 0.10000000149011611938 1.85937500000000000000 116.00000000000000000000 0.91170656681060791016 -0.02909593097865581512 1.00002288818359375000 -2.96211242675781250000 -0.05287634953856468201 0.96631854772567749023 -2.97494459152221679688 -0.04861650243401527405
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.18958330154418945312 0.10000000149011611938 1.62500000000000000000 116.00000000000000000000 0.74112695455551147461 -0.03578974306583404541 1.00002551078796386719 -2.08277440071105957031 -0.21389520168304443359 0.65591144561767578125 -2.01932525634765625000 -0.20631326735019683838
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.51875019073486328125 0.10000000149011611938 1.62500000000000000000 116.00000000000000000000 0.53442466259002685547 -0.01945717260241508484 1.00002467632293701172 -1.57453525066375732422 -0.18585141003131866455 0.49556839466094970703 -1.52568292617797851562 -0.17236408591270446777
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 2.23437500000000000000 116.00000000000000000000 0.78104835748672485352 -0.02305508218705654144 1.00002443790435791016 -2.15648746490478515625 -0.20501232147216796875 0.71197342872619628906 -2.19191336631774902344 -0.20552663505077362061
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 2.60937500000000000000 116.00000000000000000000 0.62567001581192016602 -0.01031767763197422028 1.00002491474151611328 -2.19359135627746582031 -0.20284450054168701172 0.71201026439666748047 -2.19203543663024902344 -0.20606487989425659180
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.27187490463256835938 0.10000000149011611938 2.60937500000000000000 116.00000000000000000000 0.53270196914672851562 -0.01863842830061912537 1.00002336502075195312 -1.84285879135131835938 -0.18983802199363708496 0.60639166831970214844 -1.86687159538269042969 -0.20310464501380920410
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.43645811080932617188 0.10000000149011611938 2.89062500000000000000 116.00000000000000000000 0.58635967969894409180 -0.02388377673923969269 1.00002396106719970703 -1.63514173030853271484 -0.18888320028781890869 0.52589321136474609375 -1.61901998519897460938 -0.18409249186515808105
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.44895839691162109375 0.10000000149011611938 2.79687500000000000000 116.00000000000000000000 1.00578689575195312500 -0.01835283637046813965 1.00002479553222656250 -2.98621582984924316406 0.02929980494081974030 0.98294693231582641602 -3.02613663673400878906 0.03061606734991073608
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.27187490463256835938 0.10000000149011611938 2.98437500000000000000 116.00000000000000000000 0.67362731695175170898 -0.01313754078000783920 1.00002503395080566406 -1.90984165668487548828 -0.22271706163883209229 0.60576862096786499023 -1.86490988731384277344 -0.20324732363224029541
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.27187490463256835938 0.10000000149011611938 3.35937500000000000000 116.00000000000000000000 0.54886734485626220703 -0.00495119625702500343 1.00002455711364746094 -1.80423831939697265625 -0.17561659216880798340 0.60459876060485839844 -1.86138749122619628906 -0.20316232740879058838
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.27187490463256835938 0.10000000149011611938 3.64062500000000000000 116.00000000000000000000 0.67805039882659912109 0.00360977742820978165 1.00002503395080566406 -1.88525211811065673828 -0.21199221909046173096 0.60373395681381225586 -1.85871911048889160156 -0.20302706956863403320
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 3.73437500000000000000 116.00000000000000000000 0.88134610652923583984 0.02318823337554931641 1.00002491474151611328 -2.56431961059570312500 -0.18812476098537445068 0.82290524244308471680 -2.53342223167419433594 -0.18117800354957580566
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 3.64062500000000000000 116.00000000000000000000 0.88295120000839233398 0.02235884778201580048 1.00002455711364746094 -2.52324533462524414062 -0.17328436672687530518 0.82297402620315551758 -2.53367662429809570312 -0.18110880255699157715
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.27187490463256835938 0.10000000149011611938 4.10937500000000000000 116.00000000000000000000 0.58345377445220947266 0.01775021478533744812 1.00002408027648925781 -1.80492210388183593750 -0.16995389759540557861 0.60268455743789672852 -1.85546696186065673828 -0.20287312567234039307
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 3.92187500000000000000 116.00000000000000000000 0.66510927677154541016 0.02249663881957530975 1.00002503395080566406 -2.20938897132873535156 -0.22469437122344970703 0.70899707078933715820 -2.18282079696655273438 -0.20660586655139923096
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.51875019073486328125 0.10000000149011611938 4.25000000000000000000 116.00000000000000000000 0.57543528079986572266 0.00169023091439157724 1.00002443790435791016 -1.53659808635711669922 -0.17145907878875732422 0.49397489428520202637 -1.52075755596160888672 -0.17201286554336547852
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.09479188919067382812 0.10000000149011611938 4.10937500000000000000 116.00000000000000000000 0.44255894422531127930 -0.02646129950881004333 1.00002455711364746094 -1.20260107517242431641 -0.11589637398719787598 0.38816004991531372070 -1.19504630565643310547 -0.11547928303480148315
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.93020820617675781250 0.10000000149011611938 4.48437500000000000000 116.00000000000000000000 0.33078500628471374512 -0.02255734428763389587 1.00002515316009521484 -1.25286066532135009766 -0.13058397173881530762 0.40911567211151123047 -1.25959205627441406250 -0.12720708549022674561
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.76562500000000000000 0.10000000149011611938 4.85937500000000000000 116.00000000000000000000 0.51341897249221801758 0.00673714745789766312 1.00002479553222656250 -1.33450913429260253906 -0.13003803789615631104 0.43452772498130798340 -1.33767306804656982422 -0.14193642139434814453
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.93020820617675781250 0.10000000149011611938 5.23437500000000000000 116.00000000000000000000 0.33193957805633544922 0.01025409623980522156 1.00002491474151611328 -1.23816478252410888672 -0.12042791396379470825 0.40826934576034545898 -1.25694251060485839844 -0.12694425880908966064
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.60104179382324218750 0.10000000149011611938 5.23437500000000000000 116.00000000000000000000 0.41468399763107299805 0.02497328259050846100 1.00002455711364746094 -1.45454251766204833984 -0.17678263783454895020 0.46951168775558471680 -1.44549584388732910156 -0.16105404496192932129
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.60104179382324218750 0.10000000149011611938 5.14062500000000000000 116.00000000000000000000 0.45086470246315002441 0.02451107837259769440 1.00002491474151611328 -1.47936761379241943359 -0.19201782345771789551 0.46953088045120239258 -1.44555771350860595703 -0.16102933883666992188
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
7.25937509536743164062 0.10000000149011611938 5.04687500000000000000 116.00000000000000000000 0.31595182418823242188 -0.02142233960330486298 1.00002527236938476562 -1.16201829910278320312 -0.12814903259277343750 0.36998754739761352539 -1.13913035392761230469 -0.10543260723352432251
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 5.60937500000000000000 116.00000000000000000000 0.82226693630218505859 0.00041312104440294206 1.00002348423004150391 -2.53138136863708496094 -0.18006792664527893066 0.82247859239578247070 -2.53208446502685546875 -0.18159836530685424805
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 5.51562500000000000000 116.00000000000000000000 0.82018071413040161133 0.00098571646958589554 1.00002491474151611328 -2.53077888488769531250 -0.17557476460933685303 0.82252556085586547852 -2.53225159645080566406 -0.18159924447536468506
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.60104179382324218750 0.10000000149011611938 5.42187500000000000000 116.00000000000000000000 0.45108529925346374512 0.02445349469780921936 1.00002431869506835938 -1.41609334945678710938 -0.13683229684829711914 0.46952602267265319824 -1.44549834728240966797 -0.16112376749515533447
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.18958330154418945312 0.10000000149011611938 5.75000000000000000000 116.00000000000000000000 0.65841776132583618164 0.00304464134387671947 1.00002467632293701172 -2.01188540458679199219 -0.21272611618041992188 0.65269744396209716797 -2.00941920280456542969 -0.20824655890464782715
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.20208311080932617188 0.10000000149011611938 0.87500000000000000000 116.00000000000000000000 0.95912820100784301758 0.00807369593530893326 1.00002384185791015625 -2.99092960357666015625 0.14517663419246673584 0.96917718648910522461 -2.98378920555114746094 0.13757960498332977295
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.53125000000000000000 0.10000000149011611938 5.28125000000000000000 116.00000000000000000000 0.95855474472045898438 0.01070901099592447281 1.00002312660217285156 -3.01622343063354492188 -0.00937148183584213257 0.97909992933273315430 -3.01428818702697753906 -0.00955714378505945206
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 0.54687500000000000000 116.00000000000000000000 0.78090971708297729492 -0.03431589528918266296 1.00002431869506835938 -2.50315475463867187500 -0.18631789088249206543 0.82089161872863769531 -2.52725815773010253906 -0.17903636395931243896
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 0.73437500000000000000 116.00000000000000000000 0.66193675994873046875 -0.03722976148128509521 1.00002443790435791016 -2.00645804405212402344 -0.20579144358634948730 0.70952963829040527344 -2.18439698219299316406 -0.20468962192535400391
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 0.92187500000000000000 116.00000000000000000000 0.89715099334716796875 -0.03752793744206428528 1.00002419948577880859 -2.60775542259216308594 -0.16960333287715911865 0.82191669940948486328 -2.53038167953491210938 -0.17908889055252075195
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 1.10937500000000000000 116.00000000000000000000 0.72473186254501342773 -0.04008493572473526001 1.00002408027648925781 -2.33824062347412109375 -0.20625948905944824219 0.71020984649658203125 -2.18650960922241210938 -0.20462937653064727783
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 1.29687500000000000000 116.00000000000000000000 0.85415428876876831055 -0.03140812739729881287 1.00002336502075195312 -2.72394776344299316406 -0.14620815217494964600 0.91354417800903320312 -2.81248378753662109375 -0.12344677001237869263
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 1.20312500000000000000 116.00000000000000000000 0.86966210603713989258 -0.03005085326731204987 1.00002372264862060547 -2.80701470375061035156 -0.12795707583427429199 0.91338473558425903320 -2.81200146675109863281 -0.12349186092615127563
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.86041688919067382812 0.10000000149011611938 2.00000000000000000000 116.00000000000000000000 0.78093242645263671875 -0.03425221517682075500 1.00002491474151611328 -2.58984541893005371094 -0.16510488092899322510 0.87338715791702270508 -2.68882989883422851562 -0.15437972545623779297
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 1.85937500000000000000 116.00000000000000000000 0.76668334007263183594 -0.03745562210679054260 1.00002455711364746094 -2.61075162887573242188 -0.18505378067493438721 0.82368874549865722656 -2.53584361076354980469 -0.17901709675788879395
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.77812480926513671875 0.10000000149011611938 2.23437500000000000000 116.00000000000000000000 0.99165278673171997070 -0.02765567600727081299 1.00002455711364746094 -2.79755377769470214844 -0.11176051944494247437 0.91457271575927734375 -2.81566762924194335938 -0.12315243482589721680
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 1.67187500000000000000 116.00000000000000000000 0.80397188663482666016 -0.03846464306116104126 1.00002408027648925781 -2.30714631080627441406 -0.20877392590045928955 0.71120804548263549805 -2.18954825401306152344 -0.20473290979862213135
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.61354160308837890625 0.10000000149011611938 2.23437500000000000000 116.00000000000000000000 1.03657209873199462891 -0.03019702807068824768 1.00002384185791015625 -2.99557805061340332031 -0.03230782225728034973 0.96647685766220092773 -2.97546839714050292969 -0.04820860922336578369
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 2.51562500000000000000 116.00000000000000000000 0.80180394649505615234 -0.01054008491337299347 1.00002408027648925781 -2.63232469558715820312 -0.19021829962730407715 0.82420229911804199219 -2.53745627403259277344 -0.17994688451290130615
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.18958330154418945312 0.10000000149011611938 2.37500000000000000000 116.00000000000000000000 0.72336757183074951172 -0.02000680752098560333 1.00002491474151611328 -2.10926461219787597656 -0.22700360417366027832 0.65684515237808227539 -2.02217221260070800781 -0.20729033648967742920
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.60104179382324218750 0.10000000149011611938 2.60937500000000000000 116.00000000000000000000 0.43900963664054870605 -0.02244147285819053650 1.00002562999725341797 -1.40655601024627685547 -0.14245559275150299072 0.47197738289833068848 -1.45305323600769042969 -0.16178235411643981934
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
5.94270849227905273438 0.10000000149011611938 2.98437500000000000000 116.00000000000000000000 0.90928828716278076172 0.00825299602001905441 1.00002562999725341797 -2.54792833328247070312 -0.17713458836078643799 0.82387197017669677734 -2.53636264801025390625 -0.18054926395416259766
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 2.98437500000000000000 116.00000000000000000000 0.79420185089111328125 0.00083083566278219223 1.00002491474151611328 -2.21423077583312988281 -0.21512198448181152344 0.71135067939758300781 -2.18994879722595214844 -0.20637674629688262939
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 2.79687500000000000000 116.00000000000000000000 0.69608753919601440430 -0.00468308990821242332 1.00002491474151611328 -2.10194587707519531250 -0.18492260575294494629 0.71175497770309448242 -2.19123959541320800781 -0.20624494552612304688
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.18958330154418945312 0.10000000149011611938 2.75000000000000000000 116.00000000000000000000 0.62034237384796142578 -0.01130901277065277100 1.00002348423004150391 -1.93759679794311523438 -0.18152926862239837646 0.65660548210144042969 -2.02146267890930175781 -0.20764964818954467773
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.60104179382324218750 0.10000000149011611938 2.98437500000000000000 116.00000000000000000000 0.49338465929031372070 -0.02592464722692966461 1.00002491474151611328 -1.50687074661254882812 -0.18585358560085296631 0.47198224067687988281 -1.45306527614593505859 -0.16182552278041839600
