#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44963392615318298340 -0.00023341021733358502 0.61035382747650146484 -6.28187417984008789062 -0.19773678481578826904 0.74041837453842163086 -2.91644072532653808594 -0.17803812026977539062 0.40101414710486660287 23.22525787353515625000 -0.00023341021733358502
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44984212517738342285 -0.00023091002367436886 0.61018264293670654297 -6.27807521820068359375 -0.19759632647037506104 0.74037182331085205078 -2.91642808914184570312 -0.17804120481014251709 0.39607521068937023845 23.23527526855468750000 -0.00023091002367436886
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45007106661796569824 -0.00022844345949124545 0.61000895500183105469 -6.27429103851318359375 -0.19745400547981262207 0.74032551050186157227 -2.91641449928283691406 -0.17804431915283203125 0.39090988834162165855 23.24529266357421875000 -0.00022844345949124545
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45032247900962829590 -0.00022601173259317875 0.60983335971832275391 -6.27058076858520507812 -0.19731226563453674316 0.74027931690216064453 -2.91639947891235351562 -0.17804744839668273926 0.38552179980203471477 23.25531005859375000000 -0.00022601173259317875
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45059549808502197266 -0.00022361605078913271 0.60965615510940551758 -6.26691532135009765625 -0.19716796278953552246 0.74023336172103881836 -2.91638326644897460938 -0.17805060744285583496 0.37991237375362502116 23.26532745361328125000 -0.00022361605078913271
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45089718699455261230 -0.00022125763643998653 0.60947352647781372070 -6.26331758499145507812 -0.19702382385730743408 0.74018764495849609375 -2.91636586189270019531 -0.17805381119251251221 0.37409070205334349346 23.27534484863281250000 -0.00022125763643998653
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45122441649436950684 -0.00021893766825087368 0.60929024219512939453 -6.25976657867431640625 -0.19687484204769134521 0.74014210700988769531 -2.91634750366210937500 -0.17805701494216918945 0.36805440463049227118 23.28536224365234375000 -0.00021893766825087368
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45158103108406066895 -0.00021665732492692769 0.60910433530807495117 -6.25630426406860351562 -0.19672664999961853027 0.74009692668914794922 -2.91632795333862304688 -0.17806026339530944824 0.36180974021213574421 23.29537963867187500000 -0.00021665732492692769
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45196872949600219727 -0.00021441775606945157 0.60891646146774291992 -6.25288295745849609375 -0.19657535851001739502 0.74005198478698730469 -2.91630721092224121094 -0.17806355655193328857 0.35536019690450337816 23.30539703369140625000 -0.00021441775606945157
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45239096879959106445 -0.00021222014038357884 0.60872477293014526367 -6.24954843521118164062 -0.19642287492752075195 0.74000734090805053711 -2.91628551483154296875 -0.17806686460971832275 0.34871057345057915322 23.31541442871093750000 -0.00021222014038357884
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45284897089004516602 -0.00021006558381486684 0.60852867364883422852 -6.24630737304687500000 -0.19626896083354949951 0.73996305465698242188 -2.91626238822937011719 -0.17807021737098693848 0.34186381750586752881 23.32543182373046875000 -0.00021006558381486684
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45334640145301818848 -0.00020795526506844908 0.60833126306533813477 -6.24315881729125976562 -0.19611567258834838867 0.73991912603378295898 -2.91623854637145996094 -0.17807358503341674805 0.33482581521212972930 23.33544921875000000000 -0.00020795526506844908
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45388281345367431641 -0.00020589021733030677 0.60813093185424804688 -6.24007511138916015625 -0.19596022367477416992 0.73987561464309692383 -2.91621351242065429688 -0.17807699739933013916 0.32759581832688416947 23.34546661376953125000 -0.00020589021733030677
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45446166396141052246 -0.00020387161930557340 0.60792565345764160156 -6.23710346221923828125 -0.19580775499343872070 0.73983246088027954102 -2.91618752479553222656 -0.17808045446872711182 0.32017932979839391905 23.35548400878906250000 -0.00020387161930557340
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45508429408073425293 -0.00020190051873214543 0.60771614313125610352 -6.23424100875854492188 -0.19565573334693908691 0.73978972434997558594 -2.91616082191467285156 -0.17808394134044647217 0.31257906266060436762 23.36550140380859375000 -0.00020190051873214543
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45574903488159179688 -0.00019997800700366497 0.60749936103820800781 -6.23152112960815429688 -0.19550913572311401367 0.73974740505218505859 -2.91613292694091796875 -0.17808747291564941406 0.30479565388418372596 23.37551879882812500000 -0.00019997800700366497
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45646151900291442871 -0.00019810511730611324 0.60728639364242553711 -6.22889995574951171875 -0.19536481797695159912 0.73970556259155273438 -2.91610407829284667969 -0.17809103429317474365 0.29683464511771301408 23.38553619384765625000 -0.00019810511730611324
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45722007751464843750 -0.00019628289737738669 0.60706198215484619141 -6.22642326354980468750 -0.19522762298583984375 0.73966425657272338867 -2.91607451438903808594 -0.17809464037418365479 0.28869793448219727150 23.39555358886718750000 -0.00019628289737738669
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45802780985832214355 -0.00019451242405921221 0.60683184862136840820 -6.22406673431396484375 -0.19509556889533996582 0.73962336778640747070 -2.91604423522949218750 -0.17809829115867614746 0.28038646851235815571 23.40557098388671875000 -0.00019451242405921221
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45887950062751770020 -0.00019279465777799487 0.60660010576248168945 -6.22187662124633789062 -0.19497379660606384277 0.73958307504653930664 -2.91601300239562988281 -0.17810198664665222168 0.27190005835918568122 23.41558837890625000000 -0.00019279465777799487
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45977950096130371094 -0.00019113066082354635 0.60636150836944580078 -6.21981334686279296875 -0.19486162066459655762 0.73954325914382934570 -2.91598105430603027344 -0.17810572683811187744 0.26324311911030562339 23.42560577392578125000 -0.00019113066082354635
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46072846651077270508 -0.00018952134996652603 0.60611844062805175781 -6.21795272827148437500 -0.19476069509983062744 0.73950403928756713867 -2.91594815254211425781 -0.17810949683189392090 0.25441771808870339289 23.43562316894531250000 -0.00018952134996652603
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46171876788139343262 -0.00018796774384099990 0.60586780309677124023 -6.21622085571289062500 -0.19467222690582275391 0.73946535587310791016 -2.91591453552246093750 -0.17811332643032073975 0.24542150560354564215 23.44564056396484375000 -0.00018796774384099990
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46275329589843750000 -0.00018647074466571212 0.60561442375183105469 -6.21468925476074218750 -0.19459943473339080811 0.73942726850509643555 -2.91588044166564941406 -0.17811718583106994629 0.23625970471749363488 23.45565795898437500000 -0.00018647074466571212
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46383181214332580566 -0.00018503134197089821 0.60535603761672973633 -6.21329975128173828125 -0.19454073905944824219 0.73938983678817749023 -2.91584539413452148438 -0.17812110483646392822 0.22693129394364147666 23.46567535400390625000 -0.00018503134197089821
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46494850516319274902 -0.00018365043797530234 0.60508960485458374023 -6.21212530136108398438 -0.19450090825557708740 0.73935300111770629883 -2.91580986976623535156 -0.17812505364418029785 0.21743722696340753164 23.47569274902343750000 -0.00018365043797530234
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46610221266746520996 -0.00018232892034575343 0.60482025146484375000 -6.21111249923706054688 -0.19447819888591766357 0.73931676149368286133 -2.91577363014221191406 -0.17812906205654144287 0.20777960866039801857 23.48571014404296875000 -0.00018232892034575343
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46729150414466857910 -0.00018106766219716519 0.60454457998275756836 -6.21027612686157226562 -0.19447565078735351562 0.73928123712539672852 -2.91573691368103027344 -0.17813311517238616943 0.19796060774123216963 23.49572753906250000000 -0.00018106766219716519
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46851426362991333008 -0.00017986749298870564 0.60426676273345947266 -6.20964097976684570312 -0.19449332356452941895 0.73924630880355834961 -2.91569972038269042969 -0.17813719809055328369 0.18798396171146533606 23.50574493408203125000 -0.00017986749298870564
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46976265311241149902 -0.00017872928583528847 0.60397911071777343750 -6.20918464660644531250 -0.19453199207782745361 0.73921209573745727539 -2.91566205024719238281 -0.17814135551452636719 0.17784662657574101807 23.51576232910156250000 -0.00017872928583528847
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47103470563888549805 -0.00017765382654033601 0.60369366407394409180 -6.20890045166015625000 -0.19459263980388641357 0.73917853832244873047 -2.91562390327453613281 -0.17814554274082183838 0.16755331877749626845 23.52577972412109375000 -0.00017765382654033601
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47232785820960998535 -0.00017664191545918584 0.60340243577957153320 -6.20881652832031250000 -0.19467628002166748047 0.73914569616317749023 -2.91558504104614257812 -0.17814977467060089111 0.15710722274918526020 23.53579711914062500000 -0.00017664191545918584
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47363698482513427734 -0.00017569428018759936 0.60311126708984375000 -6.20888757705688476562 -0.19478058815002441406 0.73911356925964355469 -2.91554594039916992188 -0.17815406620502471924 0.14651107102082763789 23.54581451416015625000 -0.00017569428018759936
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47495973110198974609 -0.00017481169197708368 0.60281515121459960938 -6.20913076400756835938 -0.19490894675254821777 0.73908221721649169922 -2.91550636291503906250 -0.17815840244293212891 0.13576897494490686169 23.55583190917968750000 -0.00017481169197708368
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47628933191299438477 -0.00017399480566382408 0.60252070426940917969 -6.20952320098876953125 -0.19505873322486877441 0.73905158042907714844 -2.91546678543090820312 -0.17816276848316192627 0.12488597561001718583 23.56584930419921875000 -0.00017399480566382408
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47762396931648254395 -0.00017324431973975152 0.60222136974334716797 -6.21008443832397460938 -0.19523115456104278564 0.73902165889739990234 -2.91542673110961914062 -0.17816719412803649902 0.11386380525301645350 23.57586669921875000000 -0.00017324431973975152
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47895735502243041992 -0.00017256088904105127 0.60192614793777465820 -6.21075677871704101562 -0.19542326033115386963 0.73899245262145996094 -2.91538643836975097656 -0.17817164957523345947 0.10270875408940559337 23.58588409423828125000 -0.00017256088904105127
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48028945922851562500 -0.00017194512474816293 0.60163366794586181641 -6.21159362792968750000 -0.19563612341880798340 0.73896402120590209961 -2.91534590721130371094 -0.17817616462707519531 0.09142728779552308782 23.59590148925781250000 -0.00017194512474816293
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48161420226097106934 -0.00017139759438578039 0.60134047269821166992 -6.21251392364501953125 -0.19586847722530364990 0.73893636465072631836 -2.91530513763427734375 -0.17818070948123931885 0.08002498567151185294 23.60591888427734375000 -0.00017139759438578039
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48292744159698486328 -0.00017091885092668235 0.60105198621749877930 -6.21355819702148437500 -0.19611892104148864746 0.73890948295593261719 -2.91526412963867187500 -0.17818528413772583008 0.06850840483870426767 23.61593627929687500000 -0.00017091885092668235
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48422765731811523438 -0.00017050938913598657 0.60077291727066040039 -6.21468162536621093750 -0.19638459384441375732 0.73888337612152099609 -2.91522312164306640625 -0.17818991839885711670 0.05688676017235470839 23.62595367431640625000 -0.00017050938913598657
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48551166057586669922 -0.00017016970377881080 0.60049736499786376953 -6.21591615676879882812 -0.19666634500026702881 0.73885804414749145508 -2.91518187522888183594 -0.17819456756114959717 0.04516387445142990009 23.63597106933593750000 -0.00017016970377881080
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48677659034729003906 -0.00016990023141261190 0.60023069381713867188 -6.21716403961181640625 -0.19696074724197387695 0.73883348703384399414 -2.91514062881469726562 -0.17819926142692565918 0.03334949105841144429 23.64598846435546875000 -0.00016990023141261190
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48801869153976440430 -0.00016970133583527058 0.59997278451919555664 -6.21849203109741210938 -0.19726684689521789551 0.73880976438522338867 -2.91509938240051269531 -0.17820397019386291504 0.02145186904733624098 23.65600585937500000000 -0.00016970133583527058
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48924103379249572754 -0.00016957342450041324 0.59972536563873291016 -6.21982002258300781250 -0.19758148491382598877 0.73878675699234008789 -2.91505789756774902344 -0.17820870876312255859 0.00947986036769392013 23.66602325439453125000 -0.00016957342450041324
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.49043852090835571289 -0.00016951681755017489 0.59948861598968505859 -6.22117900848388671875 -0.19790592789649963379 0.73876458406448364258 -2.91501665115356445312 -0.17821347713470458984 -0.00255785776731813630 23.67604064941406250000 -0.00016951681755017489
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.49161022901535034180 -0.00016953174781519920 0.59926480054855346680 -6.22251319885253906250 -0.19823452830314636230 0.73874324560165405273 -2.91497564315795898438 -0.17821826040744781494 -0.01465027977309632350 23.68605804443359375000 -0.00016953174781519920
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
