#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44868502020835876465 -0.00006803406722610816 0.61096578836441040039 -6.29717731475830078125 -0.19819106161594390869 0.76877212524414062500 -2.87792563438415527344 -0.17394715547561645508 0.41350544327635663233 10.39974403381347656250 -0.00006803406722610816
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44884470105171203613 -0.00006243427924346179 0.61082315444946289062 -6.29289436340332031250 -0.19804428517818450928 0.76863920688629150391 -2.87794589996337890625 -0.17395782470703125000 0.40919964900875643865 10.40985774993896484375 -0.00006243427924346179
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44902151823043823242 -0.00005690820034942590 0.61067491769790649414 -6.28871631622314453125 -0.19790086150169372559 0.76850658655166625977 -2.87796330451965332031 -0.17396850883960723877 0.40465377203254948579 10.41997146606445312500 -0.00005690820034942590
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44921645522117614746 -0.00005145853356225416 0.61052674055099487305 -6.28454780578613281250 -0.19775921106338500977 0.76837444305419921875 -2.87797760963439941406 -0.17397922277450561523 0.39987114427804665295 10.43008518218994140625 -0.00005145853356225416
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44942981004714965820 -0.00004608797098626383 0.61037349700927734375 -6.28046512603759765625 -0.19761939346790313721 0.76824265718460083008 -2.87798905372619628906 -0.17398998141288757324 0.39485339923306994603 10.44019889831542968750 -0.00004608797098626383
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44966307282447814941 -0.00004079915379406884 0.61021775007247924805 -6.27639961242675781250 -0.19747908413410186768 0.76811140775680541992 -2.87799739837646484375 -0.17400078475475311279 0.38960441983441396196 10.45031261444091796875 -0.00004079915379406884
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44991606473922729492 -0.00003559469769243151 0.61005836725234985352 -6.27241277694702148438 -0.19733989238739013672 0.76798069477081298828 -2.87800312042236328125 -0.17401160299777984619 0.38412676097638509543 10.46042633056640625000 -0.00003559469769243151
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45018917322158813477 -0.00003047719110327307 0.60989648103713989258 -6.26846361160278320312 -0.19719949364662170410 0.76785057783126831055 -2.87800621986389160156 -0.17402248084545135498 0.37842223264799046412 10.47054004669189453125 -0.00003047719110327307
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45048666000366210938 -0.00002544917151681148 0.60973250865936279297 -6.26459693908691406250 -0.19705747067928314209 0.76772111654281616211 -2.87800621986389160156 -0.17403338849544525146 0.37249770591805902997 10.48065376281738281250 -0.00002544917151681148
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45080935955047607422 -0.00002051316550932825 0.60956925153732299805 -6.26075839996337890625 -0.19691404700279235840 0.76759231090545654297 -2.87800383567810058594 -0.17404434084892272949 0.36635525494469117769 10.49076747894287109375 -0.00002051316550932825
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45115894079208374023 -0.00001567165600135922 0.60939878225326538086 -6.25702714920043945312 -0.19676944613456726074 0.76746422052383422852 -2.87799882888793945312 -0.17405532300472259521 0.35999906200159292879 10.50088119506835937500 -0.00001567165600135922
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45153883099555969238 -0.00001092708316718927 0.60922592878341674805 -6.25332498550415039062 -0.19662272930145263672 0.76733696460723876953 -2.87799119949340820312 -0.17406634986400604248 0.35343473043543954804 10.51099491119384765625 -0.00001092708316718927
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45195040106773376465 -0.00000628187308393535 0.60904824733734130859 -6.24973249435424804688 -0.19647528231143951416 0.76721048355102539062 -2.87798118591308593750 -0.17407740652561187744 0.34666455111502236797 10.52110862731933593750 -0.00000628187308393535
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45239630341529846191 -0.00000173840430761629 0.60887277126312255859 -6.24619865417480468750 -0.19632461667060852051 0.76708495616912841797 -2.87796854972839355469 -0.17408852279186248779 0.33969332373458271945 10.53122234344482421875 -0.00000173840430761629
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45287591218948364258 0.00000270098189503187 0.60869073867797851562 -6.24277448654174804688 -0.19617506861686706543 0.76696038246154785156 -2.87795352935791015625 -0.17409968376159667969 0.33252339094538152509 10.54133605957031250000 0.00000270098189503187
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45339494943618774414 0.00000703396653989330 0.60850811004638671875 -6.23940324783325195312 -0.19602379202842712402 0.76683670282363891602 -2.87793636322021484375 -0.17411088943481445312 0.32516000016209045675 10.55144977569580078125 0.00000703396653989330
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45395505428314208984 0.00001125827111536637 0.60831642150878906250 -6.23615121841430664062 -0.19587256014347076416 0.76671409606933593750 -2.87791681289672851562 -0.17412215471267700195 0.31760692307413784796 10.56156349182128906250 0.00001125827111536637
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45455554127693176270 0.00001537166099296883 0.60812276601791381836 -6.23298740386962890625 -0.19572265446186065674 0.76659256219863891602 -2.87789511680603027344 -0.17413349449634552002 0.30986633545196001771 10.57167720794677734375 0.00001537166099296883
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45520120859146118164 0.00001937192246259656 0.60792678594589233398 -6.22998094558715820312 -0.19557611644268035889 0.76647210121154785156 -2.87787127494812011719 -0.17414486408233642578 0.30194225307685507165 10.58179092407226562500 0.00001937192246259656
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45589032769203186035 0.00002325689092685934 0.60772633552551269531 -6.22706222534179687500 -0.19543099403381347656 0.76635283231735229492 -2.87784528732299804688 -0.17415632307529449463 0.29383670504520853495 10.59190464019775390625 0.00002325689092685934
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45662638545036315918 0.00002702442725421861 0.60752004384994506836 -6.22428035736083984375 -0.19529232382774353027 0.76623475551605224609 -2.87781739234924316406 -0.17416782677173614502 0.28555255074667140747 10.60201835632324218750 0.00002702442725421861
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45740920305252075195 0.00003067243233090267 0.60730725526809692383 -6.22161769866943359375 -0.19515806436538696289 0.76611793041229248047 -2.87778759002685546875 -0.17417940497398376465 0.27709216200757430526 10.61213207244873046875 0.00003067243233090267
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45823994278907775879 0.00003419885251787491 0.60709041357040405273 -6.21913337707519531250 -0.19503210484981536865 0.76600235700607299805 -2.87775588035583496094 -0.17419104278087615967 0.26845880545677486273 10.62224578857421875000 0.00003419885251787491
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45911782979965209961 0.00003760166509891860 0.60686868429183959961 -6.21676683425903320312 -0.19491375982761383057 0.76588815450668334961 -2.87772226333618164062 -0.17420276999473571777 0.25965248651233857613 10.63235950469970703125 0.00003760166509891860
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46004387736320495605 0.00004087889465154149 0.60664117336273193359 -6.21458244323730468750 -0.19480627775192260742 0.76577532291412353516 -2.87768721580505371094 -0.17421455681324005127 0.25067638646572931727 10.64247322082519531250 0.00004087889465154149
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46101471781730651855 0.00004402860213303939 0.60640829801559448242 -6.21256542205810546875 -0.19470964372158050537 0.76566386222839355469 -2.87765026092529296875 -0.17422643303871154785 0.24153140676059570158 10.65258693695068359375 0.00004402860213303939
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46203354001045227051 0.00004704889215645380 0.60617041587829589844 -6.21069574356079101562 -0.19462740421295166016 0.76555389165878295898 -2.87761163711547851562 -0.17423836886882781982 0.23221984415361840437 10.66270065307617187500 0.00004704889215645380
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46309408545494079590 0.00004993790571461432 0.60592621564865112305 -6.20901870727539062500 -0.19455862045288085938 0.76544535160064697266 -2.87757158279418945312 -0.17425039410591125488 0.22274145324509109223 10.67281436920166015625 0.00004993790571461432
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46419927477836608887 0.00005269385292194784 0.60567724704742431641 -6.20754337310791015625 -0.19450685381889343262 0.76533830165863037109 -2.87753033638000488281 -0.17426249384880065918 0.21310085620634433567 10.68292808532714843750 0.00005269385292194784
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46534278988838195801 0.00005531496572075412 0.60542106628417968750 -6.20621299743652343750 -0.19447216391563415527 0.76523286104202270508 -2.87748742103576660156 -0.17427466809749603271 0.20329610029565781115 10.69304180145263671875 0.00005531496572075412
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46652391552925109863 0.00005779954153695144 0.60516142845153808594 -6.20510292053222656250 -0.19445680081844329834 0.76512891054153442383 -2.87744331359863281250 -0.17428691685199737549 0.19333133450200626346 10.70315551757812500000 0.00005779954153695144
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46774056553840637207 0.00006014591417624615 0.60489439964294433594 -6.20416784286499023438 -0.19445960223674774170 0.76502662897109985352 -2.87739801406860351562 -0.17429925501346588135 0.18320712241746292537 10.71326923370361328125 0.00006014591417624615
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46898782253265380859 0.00006235248292796314 0.60462367534637451172 -6.20342159271240234375 -0.19448471069335937500 0.76492595672607421875 -2.87735176086425781250 -0.17431166768074035645 0.17292566500920228401 10.72338294982910156250 0.00006235248292796314
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47026419639587402344 0.00006441769801313058 0.60434895753860473633 -6.20286369323730468750 -0.19452957808971405029 0.76482695341110229492 -2.87730407714843750000 -0.17432418465614318848 0.16249093466475428293 10.73349666595458984375 0.00006441769801313058
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47156369686126708984 0.00006634007149841636 0.60406887531280517578 -6.20249080657958984375 -0.19459713995456695557 0.76472961902618408203 -2.87725543975830078125 -0.17433676123619079590 0.15190317414837825605 10.74361038208007812500 0.00006634007149841636
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47288426756858825684 0.00006811817002017051 0.60378658771514892578 -6.20228147506713867188 -0.19468668103218078613 0.76463401317596435547 -2.87720608711242675781 -0.17434942722320556641 0.14116696998125302653 10.75372409820556640625 0.00006811817002017051
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47422128915786743164 0.00006975063297431916 0.60350227355957031250 -6.20228195190429687500 -0.19479991495609283447 0.76454013586044311523 -2.87715578079223632812 -0.17436216771602630615 0.13028654457249555509 10.76383781433105468750 0.00006975063297431916
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47556987404823303223 0.00007123612886061892 0.60321569442749023438 -6.20243310928344726562 -0.19493424892425537109 0.76444798707962036133 -2.87710499763488769531 -0.17437499761581420898 0.11926400318667162992 10.77395153045654296875 0.00007123612886061892
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47692787647247314453 0.00007257344987010583 0.60292714834213256836 -6.20276498794555664062 -0.19509284198284149170 0.76435768604278564453 -2.87705326080322265625 -0.17438788712024688721 0.10810524776917995737 10.78406524658203125000 0.00007257344987010583
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47829034924507141113 0.00007376142457360402 0.60264098644256591797 -6.20322847366333007812 -0.19527135789394378662 0.76426911354064941406 -2.87700080871582031250 -0.17440088093280792236 0.09681596877853941574 10.79417896270751953125 0.00007376142457360402
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47965344786643981934 0.00007479894702555612 0.60235100984573364258 -6.20386075973510742188 -0.19547174870967864990 0.76418232917785644531 -2.87694811820983886719 -0.17441391944885253906 0.08539997653812436695 10.80429267883300781250 0.00007479894702555612
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48101121187210083008 0.00007568501314381137 0.60206633806228637695 -6.20461606979370117188 -0.19569320976734161377 0.76409733295440673828 -2.87689495086669921875 -0.17442704737186431885 0.07386482069946859186 10.81440639495849609375 0.00007568501314381137
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48236221075057983398 0.00007641866250196472 0.60178250074386596680 -6.20551443099975585938 -0.19593466818332672119 0.76401418447494506836 -2.87684130668640136719 -0.17444023489952087402 0.06221573546628420687 10.82452011108398437500 0.00007641866250196472
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48370257019996643066 0.00007699904381297529 0.60150444507598876953 -6.20647430419921875000 -0.19619330763816833496 0.76393288373947143555 -2.87678718566894531250 -0.17445349693298339844 0.05046066190172376204 10.83463382720947265625 0.00007699904381297529
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48502865433692932129 0.00007742537854937837 0.60123068094253540039 -6.20758819580078125000 -0.19646799564361572266 0.76385343074798583984 -2.87673306465148925781 -0.17446681857109069824 0.03860807382300859847 10.84474754333496093750 0.00007742537854937837
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48633942008018493652 0.00007769695366732776 0.60096234083175659180 -6.20872974395751953125 -0.19675830006599426270 0.76377582550048828125 -2.87667870521545410156 -0.17448019981384277344 0.02666428954725573452 10.85486125946044921875 0.00007769695366732776
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.48763057589530944824 0.00007781315798638389 0.60070204734802246094 -6.20996618270874023438 -0.19706194102764129639 0.76370006799697875977 -2.87662410736083984375 -0.17449361085891723633 0.01463849061970298737 10.86497497558593750000 0.00007781315798638389
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
