#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75362995281438538431 -0.00017667306626914677 0.99999999999912048132 -2.89703868037290712678 -0.18059824192598422643 0.88091709965680442540 -2.74759913029796010164 -0.16285722546506697928 -0.19527231179537293815 3.33659999999889311795
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75585326984836054276 -0.00017850594983488235 0.99999999999912125848 -2.89904924392551510692 -0.18030582825685181891 0.88054156526541649264 -2.74805396601454932082 -0.16290961934318282101 -0.15818940552331797744 3.34664999999886969562
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75800151795475645411 -0.00017976579267772177 0.99999999999912014825 -2.90112942674433638146 -0.18001915346417371455 0.88017471031107108459 -2.74851230726465134424 -0.16296084127179702450 -0.12045631792348908407 3.35669999999884627329
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76007028829103084888 -0.00018044967329568424 0.99999999999911870496 -2.90327535854098561785 -0.17973940628799672803 0.87981621975864143792 -2.74897431886251686350 -0.16301092244405446241 -0.08218093510859431072 3.36674999999882285096
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76205566120273249275 -0.00018055634794614635 0.99999999999911903803 -2.90548303697257725986 -0.17946790386677113904 0.87946577066478548446 -2.74944015174679057267 -0.16305989760367473052 -0.04347421226412480355 3.37679999999879942862
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76395417149528488387 -0.00018008626403452985 0.99999999999911903803 -2.90774834835180717718 -0.17920608607148022506 0.87912303364325372623 -2.74990994285627454730 -0.16310780535635727162 -0.00444969829650883504 3.38684999999877600629
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76576276640740115198 -0.00017904156615706126 0.99999999999911826087 -2.91006708656831980520 -0.17895550660011425026 0.87878767417975045539 -2.75038381506385087860 -0.16315468844926217518 0.03477694710582589221 3.39689999999875258396
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76747875798694487059 -0.00017742609492471442 0.99999999999911781678 -2.91243496997386097647 -0.17871782076931663763 0.87845935378297113072 -2.75086187716134666914 -0.16320059400948330741 0.07408843810157174359 3.40694999999872916163
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76909977170259935519 -0.00017524537876508761 0.99999999999911648452 -2.91484765605983531245 -0.17849477004119979062 0.87813773096414271535 -2.75134422388780830460 -0.16324557373275672134 0.11336634404825787770 3.41699999999870573930
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77062369319147350222 -0.00017250661895132347 0.99999999999911981519 -2.91730075383348497198 -0.17828816342924697080 0.87782246204315128590 -2.75183093599353290060 -0.16328968401427654267 0.15249156366702237841 3.42704999999868231697
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77204861504261845795 -0.00016921866814187376 0.99999999999911792781 -2.91978983387909529768 -0.17809985603318329028 0.87751320178493708024 -2.75232208033236736000 -0.16333298601441292863 0.19134478923042355647 3.43709999999865889464
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77337278545018528497 -0.00016539200273256902 0.99999999999911681758 -2.92231043616647001571 -0.17793172505426543828 0.87720960387509738787 -2.75281770997511809895 -0.16337554565332054746 0.22980695909528151000 3.44714999999863547231
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77459456044187191548 -0.00016103868932462457 0.99999999999911937110 -2.92485807574229328409 -0.17778564373503211171 0.87691132124838766515 -2.75331786433750735910 -0.16341743352985829696 0.26775969794172865823 3.45719999999861204998
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77571236120494913013 -0.00015617234560124884 0.99999999999911581838 -2.92742824650403488107 -0.17766345374712738669 0.87661800628789920964 -2.75382256931681057566 -0.16345872476186548705 0.30508574498747420556 3.46724999999858862765
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77672463780209144435 -0.00015080809588437799 0.99999999999911726167 -2.93001642331268019603 -0.17756693661391237393 0.87632931091601640183 -2.75433183743220899586 -0.16349949874660474336 0.34166937117466467111 3.47729999999856520532
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77762984030246562472 -0.00014496252161511555 0.99999999999911748372 -2.93261806274496716895 -0.17749778479836650358 0.87604488660071677675 -2.75484566796487229112 -0.16353983884202702437 0.37739678684029576150 3.48734999999854178299
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77842639806234492639 -0.00013865360697026919 0.99999999999911659554 -2.93522860281975050967 -0.17745757310959311970 0.87576438430234493371 -2.75536404709481885789 -0.16357983197137587750 0.41215654165957210653 3.49739999999851836066
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77911270758472794817 -0.00013190067979647238 0.99999999999911581838 -2.93784346205271074126 -0.17744773108203998335 0.87548745438663888585 -2.75588694803271305744 -0.16361956815546532806 0.44583991868903660727 3.50744999999849493832
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77968712908223625213 -0.00012472434801603561 0.99999999999911726167 -2.94045803820234752379 -0.17746951696067206350 0.87521374652955141737 -2.75641433114581824171 -0.16365913997867487240 0.47834132414255930987 3.51749999999847151599
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78014799157264613783 -0.00011714643163774323 0.99999999999911437509 -2.94306770706449860597 -0.17752399388379186407 0.87494290963833143415 -2.75694614407836358083 -0.16369864199625272505 0.50955867413111044506 3.52754999999844809366
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78049360606230266946 -0.00010918989049356609 0.99999999999911293180 -2.94566782165731533283 -0.17761200879514812967 0.87467459181151663294 -2.75748232186755259931 -0.16373817009185509530 0.53939377902115293040 3.53759999999842467133
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78072228612831751082 -0.00010087874782029619 0.99999999999911537429 -2.94825371211111031400 -0.17773417454115422731 0.87440844035800846523 -2.75802278705729886354 -0.16377782079533695359 0.56775272535975940258 3.54764999999840124900
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78083237500251545526 -0.00009223800981428066 0.99999999999911581838 -2.95082068654169127342 -0.17789085552075648011 0.87414410189241742444 -2.75856744981251855720 -0.16381769057162076653 0.59454625452587839263 3.55769999999837782667
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78082227809352200421 -0.00008329358130785589 0.99999999999911182158 -2.95336403314303597156 -0.17808215715853831229 0.87388122252047639726 -2.75911620803740298413 -0.16385787509198612710 0.61969013644777537486 3.56774999999835440434
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78069049976118909395 -0.00007407217774715835 0.99999999999911248771 -2.95587902368598109959 -0.17830791936950324272 0.87361944812467884347 -2.75966894750154700944 -0.16389846849934006090 0.64310553592725683281 3.57779999999833098201
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78043568308056221472 -0.00006460123369148392 0.99999999999911626247 -2.95836091855750282775 -0.17856771408064339712 0.87335842475653169270 -2.76022554197809544263 -0.16393956267895004597 0.66471936837891443250 3.58784999999830755968
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.78005665130048118527 -0.00005490880810250137 0.99999999999911326487 -2.96080497342123827309 -0.17886084677286714917 0.87309779913805651841 -2.76078585339820126165 -0.16398124654576129444 0.68446464116910721298 3.59789999999828413735
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77955244971290960088 -0.00004502348674520172 0.99999999999911470816 -2.96320644752603312710 -0.17918636191052769724 0.87283721927153179454 -2.76134973202606870402 -0.16402360535880208814 0.70228077625910512172 3.60794999999826071502
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77892238670031033188 -0.00003497428207899333 0.99999999999911426407 -2.96556061363695500077 -0.17954305203726955709 0.87257633515307497785 -2.76191701665868860616 -0.16406672007233039090 0.71811390954553200316 3.61799999999823729269
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77816607281672689478 -0.00002479053107419160 0.99999999999911592941 -2.96786276951503191768 -0.17992947023873404055 0.87231479958258784091 -2.76248753485407272379 -0.16411066673233160040 0.73191716216583713184 3.62804999999821387036
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77728345687846545076 -0.00001450179144364877 0.99999999999911204362 -2.97010825082785645534 -0.18034394560709002264 0.87205226905992683228 -2.76306110319138831244 -0.16415551592577737328 0.74365087910315985642 3.63809999999819044803
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77627485818804153883 -0.00000413773682890011 0.99999999999911215465 -2.97229244533523306870 -0.18078460129133541723 0.87178840475497421103 -2.76363752756589153847 -0.16420133228874506104 0.75328283068103862874 3.64814999999816702569
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77514099418278248343 0.00000627194847730432 0.99999999999911215465 -2.97441080816326541836 -0.18124937468238264127 0.87152287353761093147 -2.76421660352096854041 -0.16424817407812497549 0.76078837296995083239 3.65819999999814360336
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77388300298037837610 0.00001669767465675340 0.99999999999911082238 -2.97645887795668473430 -0.18173603926415068943 0.87125534905245316519 -2.76479811661898811082 -0.16429609281025311929 0.76615056371312983963 3.66824999999812018103
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77250246047864323806 0.00002711005070149057 0.99999999999911115545 -2.97843229368341955166 -0.18224222766134282048 0.87098551282261660322 -2.76538184285199228896 -0.16434513296845354446 0.76936023108815387861 3.67829999999809675870
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.77100139184669924663 0.00003747998730955097 0.99999999999910982318 -2.98032681185735048857 -0.18276545543047342801 0.87071305536666943059 -2.76596754909260544864 -0.16439533178019463677 0.77041599341804356538 3.68834999999807333637
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76938227741091091971 0.00004777879769089990 0.99999999999910993420 -2.98213832394446987095 -0.18330314517097473503 0.87043767731329446669 -2.76655499358489409545 -0.16444671906339969336 0.76932422879299466878 3.69839999999804991404
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76764805308317463073 0.00005797829564546482 0.99999999999910926807 -2.98386287372313141475 -0.18385265057463789917 0.87015909049891415616 -2.76714392647428697458 -0.16449931714042789754 0.76609899442350481991 3.70844999999802649171
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76580210559624517508 0.00006805089029784027 0.99999999999911082238 -2.98549667437985588592 -0.18441128008007853789 0.86987701903457192998 -2.76773409037510464970 -0.16455314081737404397 0.76076189638375657509 3.71849999999800306938
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76384826289742646654 0.00007796967690595751 0.99999999999911148851 -2.98703612513733451905 -0.18497631984959583828 0.86959120032960435243 -2.76832522097371880321 -0.16460819742562421419 0.75334191119238480550 3.72854999999797964705
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76179078010962264500 0.00008770852320254030 0.99999999999911137749 -2.98847782722879440342 -0.18554505583400782154 0.86930138606100604282 -2.76891704766492052769 -0.16466448692204196935 0.74387516139708398377 3.73859999999795622472
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75963432150059395642 0.00009724215077720508 0.99999999999911104442 -2.98981859905234514940 -0.18611479473273442875 0.86900734307881211116 -2.76950929421866298696 -0.16472200204372020038 0.73240464796741555631 3.74864999999793280239
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75738393891450572770 0.00010654621106226439 0.99999999999911104442 -2.99105549035903006683 -0.18668288368860236348 0.86870885423924248947 -2.77010167947403207478 -0.16478072851289246592 0.71897994285275046433 3.75869999999790938006
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75504504712234066233 0.00011559735554536826 0.99999999999910882398 -2.99218579534850537271 -0.18724672857875365728 0.86840571915874464892 -2.77069391805702247567 -0.16484064528732197963 0.70365684552976193178 3.76874999999788595773
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75262339654765630925 0.00012437329989584765 0.99999999999910949011 -2.99320706456625051928 -0.18780381077510532872 0.86809775488343587924 -2.77128572111848026083 -0.16490172485124984791 0.68649700774906796674 3.77879999999786253539
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75012504382823164129 0.00013285288175785787 0.99999999999911148851 -2.99411711551589165836 -0.18835170225321981596 0.86778479646977857431 -2.77187679708843637272 -0.16496393354176644430 0.66756753099585153244 3.78884999999783911306
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74755632068641075794 0.00014101611203103849 0.99999999999910815784 -2.99491404192051113853 -0.18888807893096865032 0.86746669747366633718 -2.77246685244294832628 -0.16502723190526616404 0.64694054140452672552 3.79889999999781569073
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74492380160209814566 0.00014884421952727898 0.99999999999910993420 -2.99559622158721827745 -0.18941073212334835763 0.86714333034645962872 -2.77305559247953503643 -0.16509157507845706458 0.62469274700958177249 3.80894999999779226840
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74223427080918558119 0.00015631968895913454 0.99999999999910926807 -2.99616232285018790904 -0.18991757801177738818 0.86681458673791123015 -2.77364272209730078345 -0.16515691318824735068 0.60090498226753352728 3.81899999999776884607
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.73949468916280247655 0.00016342629228023958 0.99999999999910538229 -2.99661130959015631348 -0.19040666504939232628 0.86648037770736030527 -2.77422794657793714279 -0.16522319176474362101 0.57566174474183418042 3.82904999999774542374
