#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.72336579469082085136 -0.00004589121601274639 0.99999999999909039428 -2.90677097388490546237 -0.17275936040886674672 0.81292350075896291361 -2.83215819219567155329 -0.17213286771679467413 -0.33147588642292546979 5.75864999999324833624
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.72587120500783075538 -0.00004840403681287456 0.99999999999909250370 -2.90744761288173014790 -0.17270413461486941453 0.81277186335294904218 -2.83228936471790282425 -0.17213386261806717936 -0.29913320116492331247 5.76869999999322491391
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.72835841087021724327 -0.00005061939115863161 0.99999999999908939508 -2.90821997032851387033 -0.17268135385401239823 0.81262507877058054451 -2.83242142503878113757 -0.17213481472035963016 -0.26576429544156954243 5.77874999999320149158
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.73082082406441739586 -0.00005253068180787644 0.99999999999909006121 -2.90908620557474417723 -0.17269088263419660190 0.81248307863721946909 -2.83255453149965141790 -0.17213578033800094880 -0.23145222707056306577 5.78879999999317806925
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.73325191242827225668 -0.00005413211215270308 0.99999999999909117143 -2.91004422704801468669 -0.17273250299902381810 0.81234578373188637279 -2.83268883771712065567 -0.17213681501649649719 -0.19628454029850644913 5.79884999999315464692
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.73564521785153136335 -0.00005541871618793448 0.99999999999909183757 -2.91109169743914186768 -0.17280591955852828145 0.81221310420935521890 -2.83282449219882748181 -0.17213797340525294199 -0.16035306562493348292 5.80889999999313122458
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.73799437327582673163 -0.00005638638616465057 0.99999999999909117143 -2.91222603955369629958 -0.17291076428634363782 0.81208493984929874809 -2.83296163797330269318 -0.17213930913990510563 -0.12375368660328810166 5.81894999999310780225
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74029311871384650967 -0.00005703189768022746 0.99999999999909061632 -2.91344444278230119139 -0.17304660097092591786 0.81196118033046749130 -2.83310041223482445005 -0.17214087473353117952 -0.08658607441074572808 5.82899999999308437992
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74253531634306346731 -0.00005735293196913469 0.99999999999909150450 -2.91474387014450320166 -0.17321292922980635609 0.81184170552800882792 -2.83324094600406173328 -0.17214272147589632089 -0.04895339127777977029 5.83904999999306095759
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74471496475943543825 -0.00005734809517361596 0.99999999999909228166 -2.91612106586396624408 -0.17340918801922236558 0.81172638583220502184 -2.83338336380524680180 -0.17214489933976101499 -0.01096196413846666981 5.84909999999303753526
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74682621249997149793 -0.00005701693439009145 0.99999999999909250370 -2.91757256343753956784 -0.17363475859601515405 0.81161508248711966562 -2.83352778336050503682 -0.17214745689322907829 0.02727906989570088106 5.85914999999301411293
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74886337096002308922 -0.00005635995030540973 0.99999999999909128245 -2.91909469416571898392 -0.17388896691334912448 0.81150764794787932921 -2.83367431530194169298 -0.17215044121709388580 0.06565814442020594111 5.86919999999299069060
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75082092684109080771 -0.00005537860625671785 0.99999999999909094939 -2.92068359611780525853 -0.17417108545596979297 0.81140392625556567729 -2.83382306290200869370 -0.17215389782616452585 0.10406166896982789460 5.87924999999296726827
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75269355426833095546 -0.00005407533356951896 0.99999999999909117143 -2.92233522351105978743 -0.17448033454351227767 0.81130375342894478496 -2.83397412182263996883 -0.17215787059361750688 0.14237445641643545202 5.88929999999294384594
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75447612671323149858 -0.00005245353305028906 0.99999999999909006121 -2.92404535648904673195 -0.17481588315131205147 0.81120695787250329811 -2.83412757988361496686 -0.17216240167751614698 0.18048017019395301563 5.89934999999292042361
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75616372884709870394 -0.00005051757253270835 0.99999999999908906201 -2.92580961128967320661 -0.17517684931664082026 0.81111336080047924391 -2.83428351685057933196 -0.17216753144876723036 0.21826178886856767436 5.90939999999289700128
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75775166843484242918 -0.00004827278040003803 0.99999999999908961712 -2.92762345079856789454 -0.17556230021398058772 0.81102277667676714312 -2.83444200424314596276 -0.17217329841993730954 0.25560208543750240207 5.91944999999287357895
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75923548835696497150 -0.00004572543503037792 0.99999999999908939508 -2.92948219548758936881 -0.17597125199536264861 0.81093501367072751140 -2.83460310516349300869 -0.17217973917452042421 0.29238411861080093601 5.92949999999285015662
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76061097882144879101 -0.00004288275013642823 0.99999999999909083837 -2.93138103474112643454 -0.17640266950087427067 0.81084987412903419823 -2.83476687414586692171 -0.17218688829643377658 0.32849173320558072708 5.93954999999282673429
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76187418979718934953 -0.00003975285599691516 0.99999999999908895099 -2.93331503857496755927 -0.17685546594985937507 0.81076715506374241738 -2.83493335702740978377 -0.17219477829970625260 0.36381006666013354645 5.94959999999280331195
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76302144366791013752 -0.00003634477660298535 0.99999999999908961712 -2.93527916975282110457 -0.17732850272509706469 0.81068664865676043352 -2.83510259084073279467 -0.17220343955851613593 0.39822605855642562167 5.95964999999277988962
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76404934807137581121 -0.00003266840276957817 0.99999999999908995019 -2.93726829630524166603 -0.17782058936034803032 0.81060814278084081241 -2.83527460372865025562 -0.17221290023791627211 0.43162895992568084402 5.96969999999275646729
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76495480885425859441 -0.00002873446128897078 0.99999999999908861792 -2.93927720445299200946 -0.17833048383623120725 0.81053142153709245576 -2.83544941488149859765 -0.17222318622575832903 0.46391083900570451171 5.97974999999273304496
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76573504303951156480 -0.00002455448023125172 0.99999999999908961712 -2.94130061193354341853 -0.17885689328046566748 0.81045626580883667334 -2.83562703449744768491 -0.17223432106648106643 0.49496708002457234787 5.98979999999270962263
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76638759167168080122 -0.00002014075052426508 0.99999999999909039428 -2.94333318172464997176 -0.17939847515656204280 0.81038245383141360723 -2.83580746376620540516 -0.17224632589755925482 0.52469687150834143363 5.99984999999268620030
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76691033237736094819 -0.00001550628397338533 0.99999999999908906201 -2.94536953615263019657 -0.17995383901012595995 0.81030976177727132015 -2.83599069487647792442 -0.17225921938951557766 0.55300368055632387332 6.00989999999266277797
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76730149145390158516 -0.00001066476790909103 0.99999999999909028325 -2.94740427136601601532 -0.18052154882465179520 0.81023796435537076555 -2.83617671104752266942 -0.17227301769047165259 0.57979570950236125615 6.01994999999263935564
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76755965528049130420 -0.00000563051667741328 0.99999999999909194859 -2.94943197214748575874 -0.18110012601932096166 0.81016683542360945491 -2.83636548658507425813 -0.17228773437625480303 0.60498633139077162557 6.02999999999261593331
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76768378083272337253 -0.00000041842021460932 0.99999999999909217063 -2.95144722702823569804 -0.18168805310056335145 0.81009614861261769470 -2.83655698696186586716 -0.17230338040708473302 0.62849450074723933746 6.04004999999259251098
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76767320507525826923 0.00000495611002752118 0.99999999999909217063 -2.95344464366047487758 -0.18228377795761127600 0.81002567795892910230 -2.83675116892288015080 -0.17231996409183208963 0.65024513622323576456 6.05009999999256908865
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76752765300799041803 0.00001047719751580188 0.99999999999909028325 -2.95541886439453538316 -0.18288571877061482462 0.80995519854518338576 -2.83694798061539232847 -0.17233749106077730917 0.67016947184214759048 6.06014999999254566632
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76724724414940659312 0.00001612855911802438 0.99999999999909194859 -2.95736458199908058830 -0.18349226947909619279 0.80988448714468941336 -2.83714736174374815292 -0.17235596424769805690 0.68820537377916057853 6.07019999999252224399
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76683249725671742691 0.00002189356530319718 0.99999999999909028325 -2.95927655545431278483 -0.18410180573929452175 0.80981332286738183512 -2.83734924374870756125 -0.17237538388198478390 0.70429761986657601902 6.08024999999249882165
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76628433310592736216 0.00002775530171332061 0.99999999999909217063 -2.96114962574161033615 -0.18471269128225528688 0.80974148780395416303 -2.83755355001107423263 -0.17239574749132938192 0.71839813933122553813 6.09029999999247539932
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76560407518521955694 0.00003369663174745838 0.99999999999908906201 -2.96297873154660740269 -0.18532328457110044950 0.80966876766474971117 -2.83776019607917628917 -0.17241704991535627967 0.73046621063803285345 6.10034999999245197699
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76479344819173500358 0.00003970025978961466 0.99999999999909194859 -2.96475892478864411217 -0.18593194564647810840 0.80959495240985490661 -2.83796908991964391689 -0.17243928333037961131 0.74046861572907574089 6.11039999999242855466
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76385457426311420548 0.00004574879470652372 0.99999999999908939508 -2.96648538588668575500 -0.18653704304416215964 0.80951983686678097296 -2.83818013219078091325 -0.17246243728527521633 0.74837974940311857708 6.12044999999240513233
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76278996692021650006 0.00005182481324011273 0.99999999999909083837 -2.96815343867050973614 -0.18713696066845256216 0.80944322133211965564 -2.83839321653768994480 -0.17248649874826671446 0.75418168306794830524 6.13049999999238171000
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76160252274394069083 0.00005791092292220748 0.99999999999909183757 -2.96975856484724642925 -0.18773010450929250581 0.80936491215364991803 -2.83860822990816874523 -0.17251145216424448869 0.75786418260566101868 6.14054999999235828767
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.76029551085595081794 0.00006398982414602160 0.99999999999908928405 -2.97129641793587406795 -0.18831490909968537362 0.80928472228953374223 -2.83882505288827768908 -0.17253727952207112417 0.75942468060809820152 6.15059999999233486534
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75887256031789096511 0.00007004437104000303 0.99999999999908861792 -2.97276283658724915782 -0.18888984362225508251 0.80920247184146487651 -2.83904356005634461724 -0.17256396043118696348 0.75886820375280705786 6.16064999999231144301
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75733764560528860077 0.00007605763080451314 0.99999999999908772974 -2.97415385721317671042 -0.18945341758913300523 0.80911798855893490856 -2.83926362035407287010 -0.17259147220671383627 0.75620725658735010732 6.17069999999228802068
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75569507034892835495 0.00008201294119029572 0.99999999999909006121 -2.97546572585658442023 -0.19000418603659186001 0.80903110831213009835 -2.83948509747332389352 -0.17261978996217094973 0.75146166345935450082 6.18074999999226459835
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75394944956699727623 0.00008789396581938486 0.99999999999909039428 -2.97669490924358814965 -0.19054075419402660696 0.80894167553136608895 -2.83970785025706851101 -0.17264888670886288646 0.74465837076091223601 6.19079999999224117602
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75210569063465593231 0.00009368474707357101 0.99999999999909083837 -2.97783810496876366614 -0.19106178160498160645 0.80884954361139860257 -2.83993173311293656269 -0.17267873346097573073 0.73583121203962997825 6.20084999999221775369
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.75016897325344966685 0.00009936975630230483 0.99999999999908961712 -2.97889225077591390800 -0.19156598569488869632 0.80875457527938721114 -2.84015659643776441357 -0.17270929934542170181 0.72502063885790035691 6.21089999999219433136
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74814472869034087665 0.00010493394113045618 0.99999999999909128245 -2.97985453290776458601 -0.19205214479522106363 0.80865664292575045735 -2.84038228705150963549 -0.17274055171549979049 0.71227342055144782229 6.22094999999217090902
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74603861855531694580 0.00011036276967613008 0.99999999999909039428 -2.98072239350962009397 -0.19251910064610400219 0.80855562889758547662 -2.84060864863889461773 -0.17277245626748949370 0.69764231624551387156 6.23099999999214748669
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74385651337735647637 0.00011564227151924935 0.99999999999908784076 -2.98149353708277953245 -0.19296576040872431834 0.80845142575475315017 -2.84083552219717550003 -0.17280497715935425052 0.68118572263148358115 6.24104999999212406436
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.74160447122125394692 0.00012075907529234536 0.99999999999909283677 -2.98216593599418544613 -0.19339109822476344136 0.80834393648911684327 -2.84106274648843415420 -0.17283807713080395763 0.66296730108999080144 6.25109999999210064203
